T_32,T_37,T_43,T_47,T_50,T_53,T_55,T_56,T_57,T_63,T_67,T_80,T_82,T_83,T_99,T_106,T_110,T_SC,T_32_NM,T_37_NM,T_43_NM,T_47_NM,T_50_NM,T_53_NM,T_55_NM,T_56_NM,T_57_NM,T_63_NM,T_67_NM,T_80_NM,T_82_NM,T_83_NM,T_99_NM,T_106_NM,T_110_NM,T_SC_NM
9,0,0,0,0,0,0,6284,3889,3.95,0,0,0,5086.50 ,0.00 ,0,0,65.25,0.03255814,0,0,0,0,0,0,0.042564144,0.029984349,0.301587302,0,0,0,0.036681005,0,0,0,0.453588048
6,0,2,1,1,0,0,1038,145,11.48,0,1,1,591.50 ,0.00 ,0,0,57.55,0.018604651,0,0.285714286,0.142857143,0.022222222,0,0,0.007030805,0.001117956,0.799603175,0,0.5,0.006369427,0.004265569,0,0,0,0.265001225
9,1,3,3,2,0,0,2503,1745,11.48,155,2,2,2124.00 ,159.33 ,1,1,69.99,0.03255814,1,0.428571429,0.428571429,0.044444444,0,0,0.016953859,0.013454021,0.799603175,0.080269291,1,0.012738854,0.015317105,0.044197873,1,1,0.569679157
6,0,4,1,2,0,0,1579,1446,11.48,0,1,2,1512.50 ,0.00 ,1,0,64.74,0.018604651,0,0.571428571,0.142857143,0.044444444,0,0,0.010695223,0.011148719,0.799603175,0,0.5,0.012738854,0.010907308,0,1,0,0.441097232
5,0,0,0,2,0,0,3644,4202,1.52,0,0,2,3923.00 ,0.00 ,0,0,62.07,0.013953488,0,0,0,0.044444444,0,0,0.024682327,0.032397591,0.140873016,0,0,0.012738854,0.028290491,0,0,0,0.375704139
24,0,0,0,1,0,0,7820,7949,5.58,72,0,1,7884.50 ,24.00 ,0,1,67.29,0.102325581,0,0,0,0.022222222,0,0,0.052968111,0.061287114,0.409391534,0.03728638,0,0.006369427,0.056858623,0.00665742,0,1,0.50355131
3,0,5,0,1,0,0,1417,885,11.48,95,0,1,1151.00 ,135.67 ,1,1,60.85,0.004651163,0,0.714285714,0,0.022222222,0,0,0.00959793,0.006823386,0.799603175,0.049197307,0,0.006369427,0.008300371,0.037632917,1,1,0.345824149
11,0,0,0,0,0,0,613,1290,5.58,0,0,0,951.50 ,0.00 ,0,0,62.25,0.041860465,0,0,0,0,0,0,0.004152104,0.009945953,0.409391534,0,0,0,0.006861688,0,0,0,0.380112662
20,0,0,0,0,0,0,4009,2426,5.58,0,0,0,3217.50 ,0.00 ,0,0,65.19,0.08372093,0,0,0,0,0,0,0.027154624,0.018704559,0.409391534,0,0,0,0.023202818,0,0,0,0.45211854
9,0,6,0,0,0,0,1410,1466,2.71,102,0,0,1438.00 ,115.33 ,0,1,64.58,0.03255814,0,0.857142857,0,0,0,0,0.009550516,0.01130292,0.21957672,0.052822372,0,0,0.010370055,0.031992603,0,1,0.437178545
10,0,6,4,0,0,0,1580,3565,11.48,98,0,0,2572.50 ,173.33 ,1,1,67.03,0.037209302,0,0.857142857,0.571428571,0,0,0,0.010701997,0.027486295,0.799603175,0.050750906,0,0,0.018551437,0.048081368,1,1,0.497183444
12,0,2,1,2,1,0,2999,984,5.58,0,1,3,1991.50 ,140.00 ,1,1,75.15,0.046511628,0,0.285714286,0.142857143,0.044444444,0.023809524,0,0.020313474,0.00758668,0.409391534,0,0.5,0.01910828,0.014361589,0.038834951,1,1,0.696056821
6,0,0,1,1,1,0,5157,1032,8.46,0,1,2,3094.50 ,0.00 ,1,0,57.86,0.018604651,0,0,0.142857143,0.022222222,0.023809524,0,0.034930505,0.007956762,0.599867725,0,0.5,0.012738854,0.022315811,0,1,0,0.272593681
20,0,3,1,2,0,0,5375,6000,8.46,23,1,2,5687.50 ,201.67 ,1,1,63.73,0.08372093,0,0.428571429,0.142857143,0.044444444,0,0,0.036407109,0.046260245,0.599867725,0.011910927,0.5,0.012738854,0.041015083,0.055940823,1,1,0.416360519
45,0,0,0,0,0,0,5308,5607,2.71,0,0,0,5457.50 ,0.00 ,0,0,62.37,0.2,0,0,0,0,0,0,0.035953291,0.043230199,0.21957672,0,0,0,0.039356451,0,0,0,0.383051678
7,0,3,0,4,0,0,726,635,4.33,0,0,5,680.50 ,0.00 ,0,0,63.44,0.023255814,0,0.428571429,0,0.088888889,0,0,0.0049175,0.004895876,0.326719577,0,0,0.031847134,0.004907387,0,0,0,0.409257899
10,0,0,0,0,0,0,2223,2158,5.24,0,0,0,2190.50 ,0.00 ,0,0,64.34,0.037209302,0,0,0,0,0,0,0.015057303,0.016638268,0.386904762,0,0,0,0.015796666,0,0,0,0.431300514
26,0,0,0,0,0,0,11587,9879,2.71,4,0,0,10733.00 ,3.00 ,0,1,54.41,0.111627907,0,0,0,0,0,0,0.078483568,0.076167493,0.21957672,0.002071466,0,0,0.077400419,0.000832178,0,1,0.188096988
30,0,3,1,7,1,0,3073,1764,6.96,29,1,8,2418.50 ,9.67 ,1,1,77.16,0.130232558,0,0.428571429,0.142857143,0.155555556,0.023809524,0,0.020814706,0.013600512,0.500661376,0.015018125,0.5,0.050955414,0.017440875,0.002681461,1,1,0.745285329
23,0,2,0,1,0,0,4190,4128,6.96,0,0,1,4159.00 ,370.33 ,1,1,79.64,0.097674419,0,0.285714286,0,0.022222222,0,0,0.028380612,0.031827048,0.500661376,0,0,0.006369427,0.029992392,0.102727693,1,1,0.806024982
5,1,1,6,5,0,0,1063,412,6.96,351,2,7,737.50 ,179.00 ,1,1,64.49,0.013953488,1,0.142857143,0.857142857,0.111111111,0,0,0.007200141,0.003176537,0.500661376,0.181771103,1,0.044585987,0.005318439,0.049653259,1,1,0.434974284
5,0,0,0,0,0,0,507,824,6.96,0,0,0,665.50 ,0.00 ,0,0,65.44,0.013953488,0,0,0,0,0,0,0.003434122,0.006353074,0.500661376,0,0,0,0.004799215,0,0,0,0.458241489
9,0,5,2,1,1,0,513,460,6.96,153,1,2,486.50 ,196.33 ,1,1,74.62,0.03255814,0,0.714285714,0.285714286,0.022222222,0.023809524,0,0.003474762,0.003546619,0.500661376,0.079233558,0.5,0.012738854,0.003508367,0.054461396,1,1,0.683076169
19,1,4,3,1,0,0,1347,1113,6.96,0,2,1,1230.00 ,4.33 ,1,1,63.62,0.079069767,1,0.571428571,0.428571429,0.022222222,0,0,0.009123791,0.008581275,0.500661376,0,1,0.006369427,0.008870075,0.001202034,1,1,0.413666422
26,1,1,2,8,0,0,27323,0,6.96,0,1,8,13661.50 ,49.67 ,1,1,77.73,0.111627907,1,0.142857143,0.285714286,0.177777778,0,0,0.185070037,0,0.500661376,0,0.5,0.050955414,0.09851913,0.013777161,1,1,0.759245653
7,0,2,0,1,0,0,6321,3500,6.38,120,0,1,4910.50 ,77.33 ,0,1,55.43,0.023255814,0,0.285714286,0,0.022222222,0,0,0.042814761,0.026985143,0.462301587,0.062143967,0,0.006369427,0.035411791,0.021451687,0,1,0.213078619
19,0,0,0,0,0,0,4669,6534,6.38,0,0,0,5601.50 ,0.00 ,0,0,64.21,0.079069767,0,0,0,0,0,0,0.031625078,0.050377406,0.462301587,0,0,0,0.040394899,0,0,0,0.428116581
7,0,0,0,0,0,0,842,586,2.79,0,0,0,714.00 ,0.00 ,0,0,57.36,0.023255814,0,0,0,0,0,0,0.005703216,0.004518084,0.224867725,0,0,0,0.00514897,0,0,0,0.260347783
5,0,0,0,0,0,0,1042,1312,6.38,0,0,0,1177.00 ,0.00 ,0,0,62.48,0.013953488,0,0,0,0,0,0,0.007057899,0.010115574,0.462301587,0,0,0,0.008487869,0,0,0,0.385745775
14,0,5,1,1,0,0,3134,1804,6.38,7,1,1,2469.00 ,97.67 ,1,1,69.36,0.055813953,0,0.714285714,0.142857143,0.022222222,0,0,0.021227885,0.013908914,0.462301587,0.003625065,0.5,0.006369427,0.017805053,0.027092002,1,1,0.554249326
29,1,4,2,15,0,0,15903,5010,6.96,428,2,18,10456.50 ,900.67 ,1,1,68.99,0.125581395,1,0.571428571,0.285714286,0.333333333,0,0,0.10771763,0.038627304,0.500661376,0.221646815,1,0.114649682,0.075406455,0.249838188,1,1,0.545187362
12,0,3,0,2,0,0,3124,3195,6.38,11,0,2,3159.50 ,104.00 ,1,1,64.72,0.046511628,0,0.428571429,0,0.044444444,0,0,0.021160151,0.02463358,0.462301587,0.00569653,0,0.012738854,0.022784555,0.028848821,1,1,0.440607397
20,0,2,0,0,0,0,5393,4545,6.38,0,0,0,4969.00 ,48.67 ,1,1,68.58,0.08372093,0,0.285714286,0,0,0,0,0.036529031,0.035042135,0.462301587,0,0,0,0.035833661,0.013499769,1,1,0.535145726
60,1,2,4,0,0,0,18863,15869,6.38,0,2,0,17366.00 ,73.33 ,0,1,68.67,0.269767442,1,0.285714286,0.571428571,0,0,0,0.12776694,0.122350637,0.462301587,0,1,0,0.125233921,0.020342117,0,1,0.537349988
15,0,3,1,1,0,0,7509,4160,2.31,71,1,1,5834.50 ,134.67 ,1,1,72.97,0.060465116,0,0.428571429,0.142857143,0.022222222,0,0,0.050861578,0.03207377,0.193121693,0.036768514,0.5,0.006369427,0.042075165,0.037355525,1,1,0.642664707
7,0,0,1,0,0,0,1061,676,1.19,54,1,0,868.50 ,41.33 ,0,1,56.19,0.023255814,0,0,0.142857143,0,0,0,0.007186594,0.005211988,0.119047619,0.027964785,0.5,0,0.006263138,0.011465557,0,1,0.231692383
5,0,0,0,3,0,0,1480,4973,3.49,19,0,10,3226.50 ,6.33 ,0,1,54.27,0.013953488,0,0,0,0.066666667,0,0,0.010024655,0.038342033,0.271164021,0.009839461,0,0.063694268,0.023267721,0.001756819,0,1,0.184668136
5,0,2,1,5,3,0,1257,1010,1.19,59,1,8,1133.50 ,49.67 ,1,1,61.95,0.013953488,0,0.285714286,0.142857143,0.111111111,0.071428571,0,0.008514184,0.007787141,0.119047619,0.030554117,0.5,0.050955414,0.008174171,0.013777161,1,1,0.372765124
5,0,0,0,0,0,0,1092,153,4.68,0,0,0,622.50 ,0.00 ,0,0,61.89,0.013953488,0,0,0,0,0,0,0.00739657,0.001179636,0.349867725,0,0,0,0.004489123,0,0,0,0.371295616
15,0,3,4,0,1,0,11042,9159,1.19,45,1,1,10100.50 ,93.33 ,1,1,69.69,0.060465116,0,0.428571429,0.571428571,0,0.023809524,0,0.074792056,0.070616264,0.119047619,0.023303988,0.5,0.006369427,0.072839181,0.025889968,1,1,0.562331619
17,0,4,1,16,1,0,105,361,4.68,420,1,19,233.00 ,293.33 ,1,1,72.1,0.069767442,0,0.571428571,0.142857143,0.355555556,0.023809524,0,0.000711209,0.002783325,0.349867725,0.217503884,0.5,0.121019108,0.001680266,0.08136847,1,1,0.621356845
2,0,0,5,24,5,0,676,220,5.24,0,0,34,448.00 ,0.00 ,0,0,68.44,0,0,0,0.714285714,0.533333333,0.119047619,0,0.004578829,0.001696209,0.386904762,0,0,0.21656051,0.003230727,0,0,0,0.531716875
13,0,0,0,0,0,0,3484,2952,3.75,0,0,0,3218.00 ,0.00 ,0,0,64.46,0.051162791,0,0,0,0,0,0,0.02359858,0.02276004,0.288359788,0,0,0,0.023206424,0,0,0,0.43423953
36,1,5,4,7,0,0,612,182,1.19,416,2,8,397.00 ,394.00 ,1,1,87.56,0.158139535,1,0.714285714,0.571428571,0.155555556,0,0,0.00414533,0.001403227,0.119047619,0.215432418,1,0.050955414,0.002862943,0.109292649,1,1,1
19,0,2,0,2,0,0,3959,5385,1.6,62,0,5,4672.00 ,34.67 ,0,1,63.44,0.079069767,0,0.285714286,0,0.044444444,0,0,0.026815953,0.04151857,0.146164021,0.032107716,0,0.031847134,0.033691862,0.009616274,0,1,0.409257899
8,0,1,0,0,0,0,3991,2128,4.68,0,0,0,3059.50 ,0.00 ,0,0,58.08,0.027906977,0,0.142857143,0,0,0,0,0.027032702,0.016406967,0.349867725,0,0,0,0.02206341,0,0,0,0.277981876
7,0,0,0,1,0,0,2328,1303,4.68,0,0,1,1815.50 ,0.00 ,0,0,65.03,0.023255814,0,0,0,0.022222222,0,0,0.015768512,0.010046183,0.349867725,0,0,0.006369427,0.013092375,0,0,0,0.448199853
12,0,0,1,0,0,0,2096,1019,1.19,0,1,0,1557.50 ,0.00 ,0,0,51.83,0.046511628,0,0,0.142857143,0,0,0,0.014197079,0.007856532,0.119047619,0,0.5,0,0.011231823,0,0,0,0.124908156
16,1,2,3,4,1,0,4947,4418,1.19,0,2,9,4682.50 ,0.00 ,0,0,63.04,0.065116279,1,0.285714286,0.428571429,0.088888889,0.023809524,0,0.033508087,0.03406296,0.119047619,0,1,0.057324841,0.033767582,0,0,0,0.399461181
9,0,2,0,1,0,0,755,748,3.75,0,0,1,751.50 ,0.00 ,0,0,54.32,0.03255814,0,0.285714286,0,0.022222222,0,0,0.005113929,0.005767111,0.288359788,0,0,0.006369427,0.0054194,0,0,0,0.185892726
27,1,4,4,10,2,0,9901,11461,3.62,0,2,13,10681.00 ,111.33 ,1,1,65.37,0.11627907,1,0.571428571,0.571428571,0.222222222,0.047619048,0,0.067063589,0.088364777,0.279761905,0,1,0.082802548,0.077025424,0.030883033,1,1,0.456527063
41,0,0,1,5,0,0,7075,7765,3.62,3,1,6,7420.00 ,1.33 ,0,1,69,0.181395349,0,0,0.142857143,0.111111111,0,0,0.047921916,0.059868467,0.279761905,0.001553599,0.5,0.038216561,0.053508908,0.000369857,0,1,0.54543228
25,0,0,1,0,0,0,3547,0,3.75,0,1,0,1773.50 ,0.00 ,0,0,52.81,0.106976744,0,0,0.142857143,0,0,0,0.024025305,0,0.288359788,0,0.5,0,0.012789494,0,0,0,0.148910115
15,0,0,1,0,0,0,4371,4693,3.75,0,1,0,4532.00 ,0.00 ,0,0,69.62,0.060465116,0,0,0.142857143,0,0,0,0.0296066,0.036183221,0.288359788,0,0.5,0,0.03268226,0,0,0,0.560617193
10,0,3,0,0,0,0,1284,763,3.62,0,0,0,1023.50 ,0.00 ,1,0,66.37,0.037209302,0,0.428571429,0,0,0,0,0.008697066,0.005882761,0.279761905,0,0,0,0.007380912,0,1,0,0.481018859
12,0,4,2,5,0,0,839,1529,3.75,0,1,5,1184.00 ,25.00 ,1,1,68.72,0.046511628,0,0.571428571,0.285714286,0.111111111,0,0,0.005682896,0.011788652,0.288359788,0,0.5,0.031847134,0.008538349,0.006934813,1,1,0.538574578
7,1,0,2,2,4,0,1852,573,3.62,0,2,7,1212.50 ,0.00 ,0,0,65.36,0.023255814,1,0,0.285714286,0.044444444,0.095238095,0,0.012544366,0.004417853,0.279761905,0,1,0.044585987,0.008743875,0,0,0,0.456282145
4,0,5,0,4,0,0,1164,1406,3.62,0,0,8,1285.00 ,6.67 ,0,1,71.23,0.009302326,0,0.714285714,0,0.088888889,0,0,0.007884256,0.010840317,0.279761905,0,0,0.050955414,0.009266704,0.001849283,0,1,0.600048984
15,1,3,2,13,0,0,4552,5257,3.62,285,1,13,4904.50 ,214.33 ,1,1,78.4,0.060465116,1,0.428571429,0.285714286,0.288888889,0,0,0.030832588,0.040531684,0.279761905,0.147591921,0.5,0.082802548,0.035368523,0.059454461,1,1,0.775655156
5,0,7,1,0,0,0,427,336,3.75,0,0,0,381.50 ,0.00 ,0,0,65.36,0.013953488,0,1,0.142857143,0,0,0,0.002892249,0.002590574,0.288359788,0,0,0,0.002751166,0,0,0,0.456282145
8,0,2,1,4,3,0,509,1283,1.6,0,1,13,896.00 ,24.00 ,1,1,66.96,0.027906977,0,0.285714286,0.142857143,0.088888889,0.071428571,0,0.003447669,0.009891982,0.146164021,0,0.5,0.082802548,0.006461453,0.00665742,1,1,0.495469018
6,0,4,0,2,0,0,2894,2120,5.24,0,0,2,2507.00 ,0.00 ,0,0,68.93,0.018604651,0,0.571428571,0,0.044444444,0,0,0.019602265,0.016345286,0.386904762,0,0,0.012738854,0.018079088,0,0,0,0.543717855
5,0,0,0,0,0,0,397,518,5.42,0,0,0,457.50 ,0.00 ,0,0,58.21,0.013953488,0,0,0,0,0,0,0.002689046,0.003993801,0.398809524,0,0,0,0.003299235,0,0,0,0.281165809
6,0,0,0,0,0,0,1185,1107,5.24,0,0,0,1146.00 ,0.00 ,0,0,63.12,0.018604651,0,0,0,0,0,0,0.008026498,0.008535015,0.386904762,0,0,0,0.008264314,0,0,0,0.401420524
7,0,2,2,2,0,0,18631,6172,5.42,556,1,2,12401.50 ,196.00 ,1,1,70.56,0.023255814,0,0.285714286,0.285714286,0.044444444,0,0,0.126195508,0.047586372,0.398809524,0.287933713,0.5,0.012738854,0.089432712,0.054368932,1,1,0.583639481
10,0,3,1,3,2,0,1797,2855,5.24,215,1,5,2326.00 ,153.67 ,1,1,75.86,0.037209302,0,0.428571429,0.142857143,0.066666667,0.047619048,0,0.012171828,0.022012166,0.386904762,0.111341274,0.5,0.031847134,0.016773817,0.042625982,1,1,0.713445996
7,0,5,2,7,0,0,3946,1567,5.24,253,1,7,2756.50 ,273.67 ,1,1,73.16,0.023255814,0,0.714285714,0.285714286,0.155555556,0,0,0.026727898,0.012081634,0.386904762,0.131020197,0.5,0.044585987,0.019878343,0.075913084,1,1,0.647318148
14,1,0,3,1,0,0,4039,1804,5.42,0,1,1,2921.50 ,105.67 ,1,1,76.57,0.055813953,1,0,0.428571429,0.022222222,0,0,0.027357826,0.013908914,0.398809524,0,0.5,0.006369427,0.021068231,0.029311142,1,1,0.73083517
14,0,0,0,0,0,0,3595,2537,5.24,0,0,0,3066.00 ,10.33 ,0,1,57.22,0.055813953,0,0,0,0,0,0,0.024350429,0.019560373,0.386904762,0,0,0,0.022110285,0.002866389,0,1,0.256918932
10,0,0,2,0,0,0,1493,1583,5.42,0,0,0,1538.00 ,0.00 ,0,0,61.48,0.037209302,0,0,0.285714286,0,0,0,0.01011271,0.012204995,0.398809524,0,0,0,0.0110912,0,0,0,0.36125398
10,0,3,0,4,0,0,4558,3075,5.42,0,0,5,3816.50 ,15.33 ,0,1,57.67,0.037209302,0,0.428571429,0,0.088888889,0,0,0.030873229,0.023708375,0.398809524,0,0,0.031847134,0.027522473,0.004253352,0,1,0.26794024
6,0,0,0,0,0,0,959,758,5.42,0,0,0,858.50 ,0.00 ,0,0,60.48,0.018604651,0,0,0,0,0,0,0.006495706,0.005844211,0.398809524,0,0,0,0.006191024,0,0,0,0.336762185
11,0,0,0,2,0,0,1268,1766,5.42,0,0,2,1517.00 ,0.00 ,0,0,63.25,0.041860465,0,0,0,0.044444444,0,0,0.008588691,0.013615932,0.398809524,0,0,0.012738854,0.010939759,0,0,0,0.404604458
12,0,0,0,2,0,0,2638,3146,5.24,0,0,2,2892.00 ,0.00 ,0,0,61.99,0.046511628,0,0,0,0.044444444,0,0,0.017868271,0.024255788,0.386904762,0,0,0.012738854,0.020855493,0,0,0,0.373744795
11,0,1,3,1,2,0,2240,0,5.42,0,1,3,1120.00 ,76.33 ,1,1,72.52,0.041860465,0,0.142857143,0.428571429,0.022222222,0.047619048,0,0.015172451,0,0.398809524,0,0.5,0.01910828,0.008076816,0.021174295,1,1,0.631643399
11,1,0,2,0,0,0,3166,9487,5.42,131,2,0,6326.50 ,78.33 ,0,1,62.59,0.041860465,1,0,0.285714286,0,0,0,0.021444634,0.073145157,0.398809524,0.067840497,1,0,0.045623195,0.02172908,0,1,0.388439873
4,0,4,1,0,0,0,694,794,5.42,79,1,0,744.00 ,44.67 ,0,1,68.33,0.009302326,0,0.571428571,0.142857143,0,0,0,0.00470075,0.006121772,0.398809524,0.040911445,0.5,0,0.005365314,0.012390199,0,1,0.529022777
18,0,1,2,0,0,0,6551,5319,5.42,0,0,0,5935.00 ,114.33 ,1,1,57.17,0.074418605,0,0.142857143,0.285714286,0,0,0,0.044372646,0.041009707,0.398809524,0,0,0,0.042799915,0.03171521,1,1,0.255694342
4,0,0,1,0,0,0,897,1352,5.24,0,1,0,1124.50 ,0.00 ,0,0,65.1,0.009302326,0,0,0.142857143,0,0,0,0.006075754,0.010423975,0.386904762,0,0.5,0,0.008109268,0,0,0,0.449914279
9,0,4,2,2,0,0,1073,1251,5.83,149,1,2,1162.00 ,86.67 ,1,1,72.37,0.03255814,0,0.571428571,0.285714286,0.044444444,0,0,0.007267875,0.009645261,0.425925926,0.077162092,0.5,0.012738854,0.008379697,0.024040684,1,1,0.62796963
4,0,0,0,2,0,0,1578,3462,5.42,0,0,2,2520.00 ,57.00 ,0,1,66.6,0.009302326,0,0,0,0.044444444,0,0,0.01068845,0.026692161,0.398809524,0,0,0.012738854,0.018172837,0.015811373,0,1,0.486651972
7,0,0,0,0,0,0,1344,1450,5.83,0,0,0,1397.00 ,0.00 ,0,0,58.14,0.023255814,0,0,0,0,0,0,0.009103471,0.011179559,0.425925926,0,0,0,0.010074386,0,0,0,0.279451384
12,0,3,0,0,0,0,6488,2311,5.47,12,0,0,4399.50 ,70.00 ,0,1,63.95,0.046511628,0,0.428571429,0,0,0,0,0.043945921,0.017817904,0.402116402,0.006214397,0,0,0.031726744,0.019417476,0,1,0.421748714
10,0,0,0,3,0,0,4444,8988,5.42,11,0,3,6716.00 ,11.00 ,0,1,64.54,0.037209302,0,0,0,0.066666667,0,0,0.030101059,0.069297847,0.398809524,0.00569653,0,0.01910828,0.048432052,0.003051318,0,1,0.436198873
4,0,3,0,0,0,0,1541,1088,5.47,0,0,0,1314.50 ,22.33 ,0,1,58.06,0.009302326,0,0.428571429,0,0,0,0,0.010437834,0.008388524,0.402116402,0,0,0,0.009479442,0.006195099,0,1,0.27749204
3,0,0,0,0,0,0,485,593,5.83,1,0,0,539.00 ,0.33 ,0,1,62.36,0.004651163,0,0,0,0,0,0,0.003285107,0.004572054,0.425925926,0.000517866,0,0,0.003886968,9.24642E-05,0,1,0.38280676
12,0,4,0,0,0,0,5047,4556,5.47,0,0,0,4801.50 ,98.33 ,1,1,61.07,0.046511628,0,0.571428571,0,0,0,0,0.034185429,0.035126946,0.402116402,0,0,0,0.034625744,0.02727693,1,1,0.351212344
6,0,6,0,0,0,0,1750,2336,4.13,0,0,0,2043.00 ,0.00 ,0,0,55.61,0.018604651,0,0.857142857,0,0,0,0,0.011853477,0.018010655,0.313492063,0,0,0,0.014732978,0,0,0,0.217487142
5,0,1,0,1,0,0,1525,4057,5.47,0,0,1,2791.00 ,0.00 ,0,0,63.27,0.013953488,0,0.142857143,0,0.022222222,0,0,0.010329459,0.031279635,0.402116402,0,0,0.006369427,0.020127138,0,0,0,0.405094293
16,0,4,1,1,0,0,3370,3355,5.42,116,1,1,3362.50 ,153.67 ,0,1,69.58,0.065116279,0,0.571428571,0.142857143,0.022222222,0,0,0.022826411,0.025867187,0.398809524,0.060072501,0.5,0.006369427,0.024248477,0.042625982,0,1,0.559637521
13,0,4,1,9,1,0,162,8,5.65,221,1,12,85.00 ,169.67 ,1,1,67.84,0.051162791,0,0.571428571,0.142857143,0.2,0.023809524,0,0.001097293,6.16803E-05,0.414021164,0.114448472,0.5,0.076433121,0.000612973,0.047064263,1,1,0.517021798
8,0,0,0,0,0,0,3003,980,5.83,0,0,0,1991.50 ,0.00 ,0,0,60.54,0.027906977,0,0,0,0,0,0,0.020340567,0.00755584,0.425925926,0,0,0,0.014361589,0,0,0,0.338231692
8,0,1,0,1,0,0,2658,1905,5.83,0,0,1,2281.50 ,42.00 ,1,1,71.05,0.027906977,0,0.142857143,0,0.022222222,0,0,0.018003739,0.014687628,0.425925926,0,0,0.006369427,0.016452907,0.011650485,1,1,0.59564046
11,1,2,2,4,0,0,2477,939,5.83,0,2,4,1708.00 ,0.33 ,1,1,66,0.041860465,1,0.285714286,0.285714286,0.088888889,0,0,0.016777751,0.007239728,0.425925926,0,1,0.025477707,0.012317145,9.24642E-05,1,1,0.471956894
11,0,0,2,0,0,0,3670,4083,5.83,0,0,0,3876.50 ,0.00 ,0,0,60.49,0.041860465,0,0,0.285714286,0,0,0,0.024858436,0.031480097,0.425925926,0,0,0,0.027955159,0,0,0,0.337007103
5,1,0,2,4,0,0,2029,1326,5.47,1,2,5,1677.50 ,2.00 ,1,1,66.71,0.013953488,1,0,0.285714286,0.088888889,0,0,0.01374326,0.010223514,0.402116402,0.000517866,1,0.031847134,0.012097196,0.000554785,1,1,0.489346069
23,0,0,2,4,0,0,4297,5781,5.47,0,1,6,5039.00 ,0.00 ,0,0,59.04,0.097674419,0,0,0.285714286,0.088888889,0,0,0.029105367,0.044571746,0.402116402,0,0.5,0.038216561,0.036338462,0,0,0,0.301494
4,0,0,0,0,0,0,2974,4156,5.47,0,0,0,3565.00 ,16.00 ,0,1,57.95,0.009302326,0,0,0,0,0,0,0.020144138,0.03204293,0.402116402,0,0,0,0.025708795,0.00443828,0,1,0.274797943
10,1,5,3,6,2,0,3642,3277,5.47,0,2,8,3459.50 ,2.00 ,1,1,67.09,0.037209302,1,0.714285714,0.428571429,0.133333333,0.047619048,0,0.02466878,0.025265804,0.402116402,0,1,0.050955414,0.024947987,0.000554785,1,1,0.498652951
68,1,4,2,14,2,0,7792,7762,5.83,147,2,16,7777.00 ,146.33 ,1,1,77.59,0.306976744,1,0.571428571,0.285714286,0.311111111,0.047619048,0,0.052778455,0.059845337,0.425925926,0.076126359,1,0.101910828,0.056083393,0.040591771,1,1,0.755816801
10,0,4,1,5,0,0,3084,8388,5.47,72,1,5,5736.00 ,103.67 ,1,1,60.39,0.037209302,0,0.571428571,0.142857143,0.111111111,0,0,0.020889214,0.064671822,0.402116402,0.03728638,0.5,0.031847134,0.041364838,0.028756357,1,1,0.334557923
9,0,1,1,3,3,0,3498,4421,5.83,0,1,8,3959.50 ,0.00 ,1,0,67.25,0.03255814,0,0.142857143,0.142857143,0.066666667,0.071428571,0,0.023693408,0.03408609,0.425925926,0,0.5,0.050955414,0.028553709,0,1,0,0.502571639
7,0,2,2,4,0,0,2777,2588,5.83,0,1,4,2682.50 ,0.00 ,1,0,64.27,0.023255814,0,0.285714286,0.285714286,0.088888889,0,0,0.018809775,0.019953586,0.425925926,0,0.5,0.025477707,0.019344696,0,1,0,0.429586089
9,0,4,1,1,0,0,1969,996,5.83,40,1,1,1482.50 ,19.00 ,0,1,66.98,0.03255814,0,0.571428571,0.142857143,0.022222222,0,0,0.013336856,0.007679201,0.425925926,0.020714656,0.5,0.006369427,0.010690964,0.005270458,0,1,0.495958854
7,0,0,0,0,0,0,1007,763,5.83,0,0,0,885.00 ,0.00 ,0,0,61.67,0.023255814,0,0,0,0,0,0,0.00682083,0.005882761,0.425925926,0,0,0,0.006382127,0,0,0,0.365907421
10,0,0,1,0,0,0,2135,2847,5.83,0,1,0,2491.00 ,33.00 ,0,1,60.69,0.037209302,0,0,0.142857143,0,0,0,0.014461243,0.021950486,0.425925926,0,0.5,0,0.017963705,0.009153953,0,1,0.341905462
12,0,1,2,3,0,0,2935,821,5.47,0,1,3,1878.00 ,58.33 ,1,1,68.66,0.046511628,0,0.142857143,0.285714286,0.066666667,0,0,0.019879975,0.006329943,0.402116402,0,0.5,0.01910828,0.01354309,0.01618123,1,1,0.53710507
15,1,2,2,0,4,0,2058,2621,5.47,0,2,6,2339.50 ,153.00 ,1,1,68.38,0.060465116,1,0.285714286,0.285714286,0,0.095238095,0,0.01393969,0.020208017,0.402116402,0,1,0.038216561,0.016871171,0.042441054,1,1,0.530247367
73,1,6,4,6,4,0,15898,10367,2.22,58,2,10,13132.50 ,33.33 ,1,1,74.32,0.330232558,1,0.857142857,0.571428571,0.133333333,0.095238095,0,0.107683763,0.079929993,0.187169312,0.030036251,1,0.063694268,0.094704277,0.009246417,1,1,0.675728631
10,0,0,0,1,0,0,11190,8456,2.22,0,0,1,9823.00 ,0.00 ,0,0,68.93,0.037209302,0,0,0,0.022222222,0,0,0.075794522,0.065196105,0.187169312,0,0,0.006369427,0.070838006,0,0,0,0.543717855
