T_07,T_32,T_39,T_43,T_46,T_47,T_50,T_56,T_79,T_80,T_81,T_82,T_83,T_101,T_111,T_115,T_SC
0.6,4,17,0,2,0,0,203,20,0,0,4,334.00 ,0.00 ,0,0,50.3
1.2,14,36,5,6,0,5,6399,24,0,1,5,7857.00 ,114.50 ,0,1,67.8
0.6,4,27,0,2,0,2,2978,12,0,0,2,2810.50 ,0.00 ,0,0,57.96
1.2,55,35,9,4,0,0,26679,16,0,0,46,35892.00 ,0.00 ,0,0,71.59
1.6,18,14,5,3,2,4,6426,11,1,1,48,6200.50 ,8.50 ,1,1,57.95
1.8,74,33,8,5,0,0,55073,26,0,1,60,64395.00 ,77.50 ,1,1,75.84
2,39,24,11,8,0,0,21955,29,0,1,17,26245.00 ,136.50 ,1,1,64.7
0.6,41,21,0,4,0,6,25037,33,0,0,103,29194.50 ,0.00 ,0,0,67.14
1,9,33,0,3,0,2,3953,13,0,1,5,3816.50 ,58.00 ,0,1,63.39
0.8,10,10,0,4,0,0,1560,13,0,0,1,1176.50 ,25.00 ,0,1,60.19
0.6,33,24,0,3,4,2,52168,26,0,1,5,55600.50 ,4.50 ,0,1,71.66
0.4,27,27,0,2,2,1,54542,23,0,0,1,50001.00 ,0.00 ,0,0,67.04
0.4,50,12,0,2,0,0,6213,11,0,0,0,6181.00 ,0.00 ,0,0,54
1,9,29,3,4,0,0,3598,13,0,0,2,3171.00 ,0.00 ,0,0,62.98
1,15,31,4,3,2,2,8864,15,1,1,8,8623.00 ,56.50 ,0,1,76.97
1,6,28,4,4,3,1,11959,30,1,1,2,10653.50 ,370.00 ,0,1,69.61
0.4,30,19,0,3,0,0,23182,21,0,0,0,20383.50 ,0.00 ,0,0,61.03
0.8,25,33,0,2,0,0,7099,12,0,0,2,5771.50 ,0.00 ,0,0,64.93
1,9,13,2,3,1,5,1049,15,0,1,5,1028.00 ,45.50 ,0,1,70.14
0.4,5,15,0,1,0,2,447,18,0,0,3,530.00 ,0.00 ,0,0,52.58
1,26,23,2,4,1,5,17477,25,1,1,6,15494.50 ,8.50 ,0,1,64.15
0.4,8,34,0,1,0,0,2309,12,0,0,0,2173.00 ,0.00 ,0,0,61.22
1,48,54,1,5,1,1,31561,31,1,1,8,26822.50 ,0.00 ,0,0,71.91
0.6,6,30,0,3,0,0,2400,9,0,0,6,2428.50 ,0.00 ,0,0,65.26
0.4,17,24,0,2,0,2,6358,19,0,1,2,6871.50 ,8.50 ,0,1,63.85
0.6,15,14,0,4,2,8,32876,32,1,1,12,28981.50 ,0.00 ,0,0,63.8
0.4,6,37,0,1,0,0,2317,12,0,0,1,2197.00 ,0.00 ,0,0,61.78
1,14,33,2,2,2,0,7089,24,0,0,1,7000.50 ,16.00 ,0,1,68.24
0.4,38,33,0,2,0,0,20222,35,0,0,0,18369.50 ,0.00 ,0,0,66.93
0.4,7,29,0,2,0,3,2043,18,0,0,3,1928.00 ,0.00 ,0,0,62.61
0.6,5,32,0,4,0,3,990,12,0,0,4,1239.50 ,0.00 ,0,0,61.58
2,99,15,10,7,1,2,68464,17,1,1,9,68265.00 ,390.00 ,1,1,67.45
1.2,68,47,8,3,1,0,11218,31,0,0,0,11182.50 ,0.00 ,0,0,68.3
0.4,9,29,0,1,0,0,2901,13,0,0,0,3118.00 ,0.00 ,0,0,67.86
0.6,15,23,0,3,0,0,1659,15,0,0,0,1736.00 ,0.50 ,0,1,58.78
0.6,12,50,0,2,0,0,3173,41,0,0,0,3173.00 ,0.00 ,0,0,66.71
1.2,12,19,6,3,4,7,9777,11,0,0,7,8640.50 ,58.00 ,0,1,71.28
0.4,15,34,0,2,0,0,2878,10,0,0,0,2768.50 ,0.00 ,0,0,63.05
0.4,11,32,0,2,1,0,3889,10,1,1,0,3630.50 ,0.00 ,0,0,59.56
0.6,7,30,0,1,0,0,381,19,0,0,0,475.00 ,0.00 ,0,0,54.59
0.4,8,32,0,1,2,0,1678,18,0,0,0,912.00 ,0.00 ,0,0,66.46
0.6,32,20,0,5,0,5,29234,23,0,1,5,24504.50 ,29.50 ,0,1,69.39
0.4,7,30,0,1,0,0,1438,12,0,0,0,1277.00 ,0.00 ,0,0,59.19
1,30,26,0,3,0,0,14792,28,0,0,0,15356.50 ,0.00 ,0,0,68.48
1,11,32,4,4,0,3,6319,10,0,1,6,6013.50 ,13.00 ,0,1,65.67
0.4,8,35,0,1,0,0,1556,11,0,0,0,1705.00 ,0.00 ,0,0,58.43
0.4,24,23,0,1,0,0,5166,10,0,0,0,4588.00 ,0.00 ,0,0,60.4
1.2,38,19,10,2,3,8,20320,35,1,1,11,20273.50 ,404.50 ,0,1,77.23
1.2,25,21,0,4,2,3,8574,17,1,1,3,7431.00 ,35.00 ,1,1,74.64
0.4,5,11,0,1,0,0,3970,13,0,0,0,3660.50 ,0.00 ,0,0,56.37
0.4,10,35,0,1,0,0,1437,10,0,0,0,1246.50 ,0.00 ,0,0,58.87
1.2,16,10,2,4,0,1,19965,9,0,1,10,19532.50 ,0.00 ,1,0,61.67
1,11,33,2,2,3,1,2656,9,1,1,1,2345.00 ,46.00 ,0,1,69.57
0.4,9,44,0,1,0,0,2219,30,0,0,1,2149.50 ,0.00 ,0,0,62.38
1.2,74,44,0,6,4,4,29751,18,0,1,17,30761.50 ,0.00 ,1,0,77.18
0.4,10,35,0,2,0,0,2440,21,0,0,0,2643.00 ,0.00 ,0,0,61.55
1.2,29,36,11,2,0,1,4927,23,0,1,1,5112.00 ,51.00 ,0,1,73.16
1,11,14,3,2,0,0,3490,13,0,1,0,3557.50 ,54.00 ,0,1,58.07
1,26,29,3,3,0,0,18241,11,0,0,0,15624.00 ,0.00 ,0,0,71.94
0.6,11,27,0,4,3,3,7713,27,0,0,7,7406.50 ,0.00 ,0,0,72.65
0.2,9,16,0,1,0,0,1421,11,0,1,0,1352.00 ,20.00 ,0,1,63.41
0.6,13,4,0,3,0,2,2061,16,0,0,5,3462.50 ,0.00 ,0,0,59.22
0.4,74,34,0,5,0,1,60439,14,0,0,2,55913.50 ,0.00 ,0,0,67.44
0.4,3,30,0,1,0,0,6455,11,0,0,0,7036.00 ,0.00 ,0,0,50.11
1.2,30,39,5,6,1,6,6870,25,0,1,9,6976.50 ,233.50 ,0,1,75.34
1,8,27,3,1,0,1,2916,12,0,0,3,2760.00 ,0.00 ,0,1,65.06
2,238,13,11,30,1,27,96006,45,1,1,67,94364.00 ,1195.00 ,1,1,77.69
1.6,30,24,6,5,3,1,6335,9,1,1,7,5715.00 ,74.00 ,1,1,74.38
0.8,13,45,0,3,0,0,5532,19,0,1,0,4787.00 ,38.50 ,0,1,75.09
0.6,11,29,0,3,0,0,2416,41,0,0,0,2471.50 ,0.00 ,0,0,60.88
0.4,3,23,0,1,0,0,1302,28,0,0,0,1316.00 ,0.00 ,0,0,60.42
1,13,28,1,3,0,1,2162,12,0,1,6,2130.50 ,39.50 ,0,1,73.2
2,7,19,11,3,1,0,1238,21,1,1,12,1086.50 ,0.00 ,1,0,64.38
0.4,40,0,0,1,0,0,20234,45,0,0,0,17828.50 ,0.00 ,0,0,56.44
0.4,5,36,0,1,0,0,2807,10,0,0,0,2659.50 ,0.00 ,0,0,61.37
0.6,155,24,0,8,1,7,30649,27,0,0,14,30966.00 ,0.00 ,0,0,64.13
0.4,17,15,0,2,0,0,4981,32,0,0,0,4781.50 ,0.00 ,0,0,61.61
0.4,32,45,0,2,0,0,3953,15,0,0,0,4389.50 ,0.00 ,0,0,62.97
0.4,34,16,0,2,0,0,4188,16,0,0,0,3964.50 ,0.00 ,0,0,59.75
1,27,32,4,2,3,2,7804,13,1,1,2,7670.50 ,0.00 ,0,0,71.61
0.4,51,18,0,2,2,1,13004,20,0,0,20,12546.50 ,0.00 ,0,0,66.48
0.8,34,42,0,4,2,16,18739,23,0,1,16,18725.50 ,81.50 ,0,1,81.97
1,28,19,0,3,0,0,8717,13,0,0,0,8354.00 ,0.00 ,0,0,69.03
1.2,18,22,5,1,1,3,4360,17,0,0,6,4205.50 ,0.00 ,0,0,66.5
0.4,12,40,0,3,0,0,2689,21,0,0,0,2652.00 ,0.00 ,0,0,69.74
1,37,41,4,4,1,0,6942,22,0,0,0,7004.00 ,0.00 ,0,0,68.72
0.6,12,37,0,2,0,2,4709,33,0,1,3,4877.50 ,0.50 ,0,1,69.03
0.8,18,17,0,3,0,0,5278,20,0,0,0,5206.50 ,0.00 ,0,0,64.92
1,13,28,1,3,1,0,3439,19,0,1,0,3637.00 ,17.00 ,0,1,68.75
0.6,37,46,0,7,2,0,15274,49,0,0,2,14785.00 ,0.00 ,0,1,69.9
1.2,96,33,0,2,0,0,52792,41,0,1,0,50654.00 ,0.00 ,1,0,64.93
0.6,28,25,0,3,1,0,5952,20,0,0,0,6431.00 ,0.00 ,0,0,69.82
2,59,41,11,6,0,5,16666,31,0,1,9,17769.50 ,0.00 ,1,0,79.67
0.8,26,26,0,4,4,0,6130,18,1,1,115,5890.50 ,36.00 ,0,1,69.95
0.4,22,45,0,2,0,0,2321,27,0,0,0,2735.50 ,0.00 ,0,0,66.87
1.2,215,34,8,7,5,5,63618,24,1,1,15,61117.00 ,725.00 ,0,1,73.27
0.6,9,25,0,2,0,0,1006,20,0,0,0,1046.00 ,0.00 ,0,0,62.91
0.6,11,34,0,3,0,0,2616,21,0,0,3,2713.50 ,0.00 ,0,0,69.58
0.6,10,32,0,2,1,0,2182,14,0,0,0,2237.50 ,0.00 ,0,0,68.17
1.6,26,34,6,3,2,1,3525,27,1,1,4,3223.00 ,111.50 ,0,1,74.73
0.4,14,17,0,1,0,0,1970,12,0,0,0,2131.00 ,0.00 ,0,0,53.41
0.4,29,19,0,1,0,0,7233,12,0,0,0,6406.00 ,4.50 ,0,1,56.99
0.6,27,43,0,2,0,0,8692,16,0,0,0,8176.50 ,0.00 ,0,0,67.03
1.2,9,40,2,4,0,0,902,33,0,0,0,916.00 ,0.00 ,1,0,56.08
0.4,15,42,0,1,0,0,2652,23,0,0,0,2550.50 ,0.00 ,0,0,57.77
0.4,4,26,0,1,0,0,2708,10,0,0,0,2491.50 ,0.00 ,0,0,60.03
0.4,15,41,0,1,0,0,1596,11,0,0,0,1532.50 ,0.00 ,0,0,63.25
0.8,18,35,0,4,2,0,3647,12,0,0,0,3400.00 ,0.00 ,0,0,63.7
1.6,16,21,6,4,0,1,1712,12,0,1,1,1637.00 ,130.50 ,1,1,71.74
0.4,10,24,0,1,1,0,3715,11,0,0,0,3012.50 ,0.00 ,0,0,56.54
0.8,7,39,0,2,0,0,1955,28,0,0,0,1720.00 ,0.00 ,0,0,64.64
0.6,15,32,0,2,0,1,1865,17,0,0,1,1904.50 ,0.00 ,0,0,70.12
0.6,19,31,0,4,0,0,5319,22,0,0,1,5368.50 ,0.00 ,0,0,68.93
0.6,8,23,0,3,0,0,1656,26,0,0,0,1668.50 ,0.00 ,0,0,65.09
0.4,8,9,0,1,0,0,2231,11,0,0,0,2418.50 ,0.00 ,0,0,63.02
0.4,6,17,0,1,0,0,1129,10,0,0,0,1209.00 ,0.00 ,0,0,57.3
1.4,24,10,4,5,0,1,17466,11,0,1,1,15239.50 ,106.00 ,1,1,67.98
0.4,12,37,0,2,0,0,1248,30,0,0,0,1358.50 ,0.00 ,0,0,64.44
1.2,44,42,2,3,0,1,4818,13,0,1,5,5080.50 ,24.50 ,1,1,76.81
1.2,8,26,5,2,0,0,1318,9,0,1,0,1244.00 ,58.50 ,0,1,67
0.4,9,23,0,1,0,0,2345,21,0,0,0,2120.00 ,0.00 ,0,0,64.28
0.4,25,28,0,2,0,1,14127,31,0,0,1,13905.50 ,0.00 ,0,0,72.05
0.4,5,19,0,1,0,0,188,22,0,0,0,1209.50 ,0.00 ,0,0,61.14
0.6,5,23,0,1,0,0,1941,10,0,0,0,2006.50 ,0.00 ,0,0,69.41
0.8,110,41,0,7,0,1,15955,43,0,1,9,17376.00 ,390.00 ,0,1,77.97
0.6,5,32,0,3,0,0,1057,11,0,0,0,1303.50 ,0.00 ,0,0,58.44
1.2,92,32,8,7,0,2,16179,23,0,1,4,16954.50 ,171.50 ,0,1,71.84
2,235,40,22,9,1,4,31695,28,1,1,31,31169.50 ,426.50 ,1,1,88
2,126,32,12,7,4,1,60811,31,1,1,73,64712.00 ,0.00 ,1,0,85.35
2,20,23,13,6,8,3,26484,51,0,1,4,22753.00 ,0.00 ,1,0,74.51
0.4,6,23,0,1,1,0,2344,26,0,0,0,2054.50 ,0.00 ,0,0,58.58
0.8,63,54,0,8,9,12,39725,38,0,0,21,41652.00 ,0.00 ,0,0,84.73
2,73,54,23,5,4,9,32300,37,1,1,13,33089.50 ,856.00 ,1,1,73.81
0.6,11,23,0,3,0,0,2698,18,0,0,0,2932.50 ,0.00 ,0,0,62.15
1.2,31,41,7,6,0,1,47839,14,0,1,1,52813.00 ,12.00 ,0,1,77.29
1.8,41,12,7,7,4,9,12644,12,1,1,9,11967.50 ,292.50 ,1,1,76.91
1.8,43,30,8,6,2,11,13720,16,1,1,27,10085.50 ,208.50 ,1,1,78.38
0.6,11,25,0,1,1,2,1623,36,1,1,63,1483.50 ,0.00 ,0,0,67.12
2,5,20,14,1,1,13,1800,19,1,1,20,2874.00 ,259.50 ,1,1,66.03
1.8,76,8,7,9,4,12,30756,23,1,1,26,27947.00 ,371.00 ,1,1,78.22
0.4,11,19,0,1,3,4,2065,21,0,0,16,2709.50 ,0.00 ,0,0,58.83
0.4,10,34,0,1,0,0,5893,23,0,0,0,5548.50 ,0.00 ,0,0,62.44
2,56,33,21,13,5,30,9006,24,1,1,32,7830.50 ,686.50 ,1,1,86.09
1.2,20,32,10,3,3,4,13099,24,0,1,4,12642.50 ,472.50 ,0,1,74.68
2,14,20,14,5,3,8,2856,36,1,1,12,2994.50 ,214.50 ,1,1,73.71
1.8,96,17,8,26,2,39,16671,14,1,1,96,15785.00 ,747.50 ,1,1,81.11
0.6,36,15,0,3,0,0,57367,20,0,0,1,53938.50 ,0.00 ,0,0,72
1.8,12,19,9,6,2,18,2787,13,1,1,28,2307.00 ,690.50 ,1,1,68.72
0.4,20,24,0,2,0,0,6739,13,0,0,0,6372.50 ,0.00 ,0,0,61.66
2,50,32,11,5,3,5,39790,22,0,1,5,36301.50 ,741.00 ,1,1,84.32
2,63,19,12,7,2,50,3250,15,1,1,63,4287.50 ,370.00 ,1,1,73.78
2,23,40,19,6,2,2,12088,25,1,1,9,11754.00 ,244.50 ,1,1,80.05
1.2,12,14,6,3,0,0,1108,9,0,1,0,1050.00 ,0.50 ,0,1,58.66
2,45,36,16,5,2,10,41968,24,1,1,10,47739.50 ,288.50 ,1,1,75.43
1.8,16,35,9,3,3,11,3364,17,1,1,12,3028.50 ,217.00 ,1,1,79.16
2,12,37,11,7,2,0,9042,23,1,1,0,7626.00 ,94.50 ,1,1,74.49
2,77,25,28,19,1,6,56256,40,0,1,22,53490.00 ,12.50 ,1,1,86.02
2,25,8,26,10,3,4,14368,36,1,1,4,12092.00 ,401.00 ,1,1,77.61
1.2,9,13,9,3,2,3,2271,12,1,1,9,2567.50 ,1.50 ,0,1,68.83
2,44,38,12,7,1,3,40520,17,0,1,4,37832.50 ,57.00 ,1,1,73.53
2,46,29,35,4,0,0,38370,49,0,1,0,34113.50 ,0.00 ,1,0,66.8
2,67,24,13,11,3,7,43866,19,0,1,38,42994.00 ,0.00 ,1,0,72.78
0.4,30,34,0,1,1,2,10395,15,0,0,2,9155.50 ,0.00 ,0,0,68.34
0.4,4,23,0,1,0,2,925,14,0,0,3,1201.00 ,0.00 ,0,0,61.14
2,30,29,18,8,3,32,5142,21,1,1,32,4894.00 ,820.50 ,1,1,87.3
1.6,10,0,6,5,0,4,3140,9,0,1,15,2601.50 ,119.50 ,1,1,72
1.6,71,10,5,11,1,1,6970,10,0,1,3,5814.00 ,125.00 ,1,1,60.98
1.8,29,28,7,9,0,0,3907,12,0,1,24,5852.50 ,46.50 ,1,1,72.91
2,111,26,15,6,3,9,63916,20,0,1,9,57397.00 ,300.00 ,1,1,77.51
0.8,19,19,0,3,2,11,6089,14,1,1,11,5558.00 ,0.00 ,0,0,69.2
0.6,8,19,0,2,0,0,5466,11,0,0,1,5111.00 ,9.50 ,0,1,55.63
2,59,41,15,5,7,21,44201,37,1,1,28,42601.50 ,538.50 ,1,1,78.72
2,16,35,22,5,1,0,11456,25,1,1,0,9274.50 ,330.50 ,1,1,81.21
1.8,32,16,9,7,9,6,5262,11,1,1,15,5491.00 ,350.50 ,1,1,77.02
1.6,47,29,6,6,1,1,31385,17,0,1,1,28046.00 ,101.50 ,1,1,78.04
2,56,23,19,6,1,3,25307,26,1,1,3,24331.50 ,0.00 ,1,0,77.77
2,41,32,12,5,1,2,45849,24,1,1,2,42353.00 ,98.50 ,1,1,77.94
1.2,33,24,0,4,1,0,6616,10,0,1,0,5369.50 ,25.00 ,1,1,67.94
1.8,9,20,9,1,1,2,3360,19,0,1,2,3843.00 ,151.50 ,1,1,73.96
0.6,8,39,0,2,0,0,3444,29,0,1,0,3366.00 ,1.00 ,0,1,67.19
1,11,38,3,3,0,1,1915,24,0,0,1,1847.00 ,0.00 ,0,0,69.73
1.6,30,8,6,6,5,0,12463,10,1,1,2,12853.50 ,147.00 ,1,1,61.46
1.6,8,14,6,3,0,41,1106,11,0,1,43,1065.00 ,587.50 ,1,1,67.54
