T_01,T_07,T_09,T_10,T_11,T_32,T_35,T_37,T_39,T_43,T_46,T_47,T_50,T_53,T_55,T_65,T_66,T_67,T_68,T_69,T_71,T_78,T_80,T_81,T_82,T_83,T_88,T_99,T_106,T_110,T_SC
3.96,1.0 ,0.78,1.15,0.46,4,1,0,15,4,3,1,0,0,0,39,16,79,0,2.23,5.62,0,1,1,0,744.00 ,52.67 ,44.67 ,0,1,68.33
3.96,1.2 ,1.82,1.15,0.23,18,0,0,19,1,5,2,0,0,0,343,0,0,0,2.23,5.24,4,0,1,0,5935.00 ,69.67 ,114.33 ,1,1,57.17
5.28,0.6 ,1.04,1.38,0.23,4,1,0,27,0,2,1,0,0,0,0,0,0,0,1.55,0,0,1,1,0,1124.50 ,107.00 ,0.00 ,0,0,65.1
3.96,1.8 ,1.04,1.38,1.15,9,1,0,18,4,2,2,2,0,0,0,111,149,2.23,2.44,0,7,1,1,2,1162.00 ,88.33 ,86.67 ,1,1,72.37
4.62,0.4 ,0.78,1.38,1.15,4,0,0,24,0,1,0,2,0,0,109,62,0,0,2.23,6.91,0,0,1,2,2520.00 ,273.67 ,57.00 ,0,1,66.6
5.94,0.4 ,0.52,0.23,0.23,7,0,0,33,0,1,0,0,0,0,0,0,0,2.23,2.44,0,0,0,0,0,1397.00 ,102.67 ,0.00 ,0,0,58.14
5.28,1.0 ,1.04,1.38,0.23,12,0,0,27,3,2,0,0,0,0,119,79,12,1.55,1.44,1.83,0,0,1,0,4399.50 ,570.33 ,70.00 ,0,1,63.95
3.96,0.8 ,1.56,1.61,1.38,10,0,0,16,0,5,0,3,0,0,11,11,11,0,2.23,0.25,0,0,1,3,6716.00 ,176.00 ,11.00 ,0,1,64.54
3.96,1.0 ,0.78,1.61,0.23,4,0,0,19,3,1,0,0,0,0,47,20,0,1.55,1.44,3.05,0,0,1,0,1314.50 ,107.33 ,22.33 ,0,1,58.06
4.62,0.4 ,0.52,0.23,0.23,3,0,0,24,0,1,0,0,0,0,0,0,1,2.23,2.44,0,0,0,0,0,539.00 ,51.33 ,0.33 ,0,1,62.36
3.96,1.8 ,1.04,1.61,0.23,12,0,0,17,4,4,0,0,0,0,191,104,0,1.55,1.44,3.78,7,0,1,0,4801.50 ,1665.33 ,98.33 ,1,1,61.07
3.3,1.2 ,1.04,0.92,0.23,6,0,0,14,6,2,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,2043.00 ,188.67 ,0.00 ,0,0,55.61
5.28,1.0 ,0.78,0.92,0.92,5,0,0,28,1,2,0,1,0,0,0,0,0,1.55,1.44,0,0,0,0,1,2791.00 ,379.67 ,0.00 ,0,0,63.27
4.62,1.0 ,2.34,1.15,0.92,16,1,0,22,4,7,1,1,0,0,157,188,116,0,2.23,4.66,0,1,1,1,3362.50 ,625.00 ,153.67 ,0,1,69.58
1.98,1.8 ,1.56,2.07,2.3,13,1,0,6,4,4,1,9,1,0,42,246,221,1.87,1.84,25.93,7,1,1,12,85.00 ,-513.33 ,169.67 ,1,1,67.84
3.3,0.4 ,0.78,1.38,0.23,8,0,0,11,0,1,0,0,0,0,0,0,0,2.23,2.44,0,0,0,0,0,1991.50 ,535.67 ,0.00 ,0,0,60.54
4.62,1.2 ,1.04,1.38,0.92,8,0,0,21,1,2,0,1,0,0,126,0,0,2.23,2.44,4.74,4,0,1,1,2281.50 ,355.00 ,42.00 ,1,1,71.05
4.62,1.2 ,1.82,1.38,1.61,11,1,1,22,2,5,2,4,0,0,1,0,0,2.23,2.44,0.04,4,1,1,4,1708.00 ,34.00 ,0.33 ,1,1,66
5.28,0.8 ,0.78,0.92,0.23,11,0,0,27,0,2,2,0,0,0,0,0,0,2.23,2.44,0,0,0,0,0,3876.50 ,105.33 ,0.00 ,0,0,60.49
4.62,1.2 ,0.78,1.61,1.61,5,1,1,20,0,2,2,4,0,0,3,2,1,1.55,1.44,0.15,3,1,1,5,1677.50 ,86.33 ,2.00 ,1,1,66.71
3.96,1.0 ,1.3,1.38,1.61,23,1,0,16,0,4,2,4,0,0,0,0,0,1.55,1.44,0,0,1,1,6,5039.00 ,37.33 ,0.00 ,0,0,59.04
4.62,0.8 ,1.04,0.92,0.23,4,0,0,20,0,3,0,0,0,0,48,0,0,1.55,1.44,1.61,0,0,1,0,3565.00 ,376.33 ,16.00 ,0,1,57.95
4.62,1.8 ,1.82,1.61,1.84,10,1,1,24,5,7,3,6,2,0,0,6,0,1.55,1.44,0,7,1,1,8,3459.50 ,144.33 ,2.00 ,1,1,67.09
4.62,1.8 ,2.34,1.84,2.3,68,1,1,22,4,7,2,14,2,0,161,131,147,2.23,2.44,3.07,7,1,1,16,7777.00 ,449.67 ,146.33 ,1,1,77.59
1.98,1.4 ,1.82,1.38,1.84,10,1,0,5,4,6,1,5,0,0,88,151,72,1.55,1.44,2.85,6,1,1,5,5736.00 ,184.67 ,103.67 ,1,1,60.39
5.28,1.2 ,1.3,1.38,1.61,9,1,0,29,1,3,1,3,3,0,0,0,0,2.23,2.44,0,4,1,1,8,3959.50 ,96.67 ,0.00 ,1,0,67.25
3.3,1.2 ,1.3,1.61,1.61,7,1,0,13,2,3,2,4,0,0,0,0,0,2.23,2.44,0,4,1,1,4,2682.50 ,88.00 ,0.00 ,1,0,64.27
4.62,1.0 ,1.3,1.15,0.92,9,1,0,22,4,4,1,1,0,0,0,17,40,2.23,2.44,0,0,1,1,1,1482.50 ,174.67 ,19.00 ,0,1,66.98
5.28,0.4 ,0.78,0.92,0.23,7,0,0,27,0,2,0,0,0,0,0,0,0,2.23,2.44,0,0,0,0,0,885.00 ,98.00 ,0.00 ,0,0,61.67
5.94,0.6 ,1.3,1.15,0.23,10,1,0,34,0,3,1,0,0,0,99,0,0,2.23,2.44,4.64,0,1,1,0,2491.00 ,76.67 ,33.00 ,0,1,60.69
3.3,1.2 ,1.3,1.84,1.38,12,1,0,10,1,3,2,3,0,0,175,0,0,1.55,1.44,5.96,4,1,1,3,1878.00 ,214.33 ,58.33 ,1,1,68.66
3.3,1.2 ,1.56,1.84,0.69,15,1,1,14,2,5,2,0,4,0,184,275,0,1.55,1.44,8.94,5,1,1,6,2339.50 ,367.67 ,153.00 ,1,1,68.38
5.28,1.8 ,2.6,1.61,2.07,73,1,1,25,6,7,4,6,4,0,0,42,58,1.96,2.11,0,8,1,1,10,13132.50 ,407.00 ,33.33 ,1,1,74.32
5.28,0.8 ,1.04,1.61,0.92,10,0,0,27,0,6,0,1,0,0,0,0,0,0,2.11,0,0,0,0,1,9823.00 ,99.00 ,0.00 ,0,0,68.93
3.96,0.4 ,0.78,1.15,0.23,10,0,0,18,0,1,1,0,0,0,0,0,0,0,2.11,0,0,0,0,0,7313.00 ,101.33 ,0.00 ,0,0,60.25
3.3,1.0 ,1.3,1.61,0.92,10,0,0,11,1,3,3,1,0,0,64,49,20,0,2.11,4.03,0,0,1,1,1382.50 ,119.00 ,44.33 ,0,1,68.88
3.3,1.0 ,1.04,0.92,0.23,6,0,0,10,3,2,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,2027.00 ,-35.00 ,0.00 ,0,0,53.58
2.64,1.2 ,1.3,1.38,1.61,11,1,0,8,5,3,1,3,2,0,29,0,5,0,2.11,1.19,0,1,1,8,2424.00 ,3.67 ,11.33 ,0,1,64.17
2.64,0.4 ,2.08,0.46,0.23,49,1,1,7,0,5,2,0,0,0,15,10,6,0,2.11,0.32,0,1,1,0,4804.00 ,669.33 ,10.33 ,0,1,59.34
5.28,0.4 ,0.78,0.46,0.23,5,0,0,30,0,1,1,0,0,0,0,0,0,2.11,2.07,0,0,0,0,0,1424.50 ,160.00 ,0.00 ,0,0,63.78
3.96,1.0 ,1.56,1.61,0.92,31,1,1,15,0,4,3,1,0,0,0,0,0,2.11,2.07,0,0,1,1,1,4046.00 ,145.67 ,0.00 ,0,0,68.62
4.62,1.8 ,1.56,0.46,0.23,32,1,0,22,5,4,2,0,0,0,0,93,89,2.11,2.07,0,8,1,1,0,4092.00 ,330.33 ,60.67 ,1,1,68.37
4.62,1.2 ,0.78,1.15,0.92,5,1,1,21,0,1,2,1,0,0,0,0,0,2.11,2.07,0,3,1,1,1,2283.00 ,185.33 ,0.00 ,1,0,61.06
2.64,0.6 ,0.52,1.15,0.23,13,0,0,8,0,3,2,0,0,0,0,0,0,2.11,2.07,0,0,0,0,0,1696.00 ,74.33 ,0.00 ,0,0,54.68
3.3,1.4 ,1.56,1.84,1.61,16,1,0,11,3,4,2,4,0,0,138,78,4,2.11,2.07,10.81,6,1,1,4,1317.50 ,-370.67 ,73.33 ,1,1,60.13
3.3,0.6 ,1.04,1.15,0.23,14,0,1,10,0,2,1,0,0,0,0,0,4,0,0.56,0,0,1,1,0,15711.00 ,3404.00 ,1.33 ,0,1,61.72
0.66,0.6 ,0.52,1.15,0.23,2,0,0,1,0,1,0,0,0,0,93,0,19,0,4.65,5.61,0,0,1,0,1891.00 ,58.00 ,37.33 ,0,1,58.56
3.3,1.4 ,1.82,1.61,1.84,23,1,0,10,3,5,1,6,1,0,0,0,0,4.65,4.13,0,5,1,1,8,1830.00 ,-22.00 ,0.00 ,1,0,70.46
3.96,1.2 ,1.3,1.38,0.23,27,0,0,18,6,4,0,0,0,0,36,9,0,0.55,0.58,0.68,0,0,1,0,5598.00 ,156.67 ,15.00 ,0,1,63.56
5.94,0.4 ,0.78,0.92,0.23,4,0,0,32,0,1,0,0,0,0,0,0,0,0.55,0.58,0,0,0,0,0,615.50 ,254.33 ,0.00 ,0,0,61.81
1.98,1.0 ,1.3,1.61,1.38,12,1,1,6,2,3,2,2,1,0,32,0,0,0,0.58,0.95,0,1,1,4,2940.50 ,47.67 ,10.67 ,0,1,63.87
3.3,1.0 ,0.78,1.38,1.15,15,1,0,14,2,2,2,2,0,0,74,0,0,0,0.58,2.85,0,1,1,2,1554.50 ,123.67 ,24.67 ,0,1,60.8
3.96,0.6 ,1.04,1.38,1.61,16,0,0,18,0,2,0,4,0,0,0,0,0,0,0.58,0,0,0,0,6,3669.50 ,-84.67 ,0.00 ,0,0,59.57
3.3,1.2 ,1.56,2.07,2.3,153,1,0,13,2,5,1,4,6,0,201,0,0,0.58,0.54,0.82,4,1,1,56,12969.50 ,1415.00 ,67.00 ,1,1,71.38
6.6,1.0 ,1.3,1.38,1.15,22,0,0,49,0,3,0,2,0,0,1,10,0,0,0.58,0.04,0,0,1,2,2493.00 ,-504.67 ,3.67 ,0,1,68.76
4.62,0.4 ,0.78,0.23,0.23,5,0,0,23,0,1,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,2303.00 ,218.67 ,0.00 ,0,0,59.26
3.96,1.2 ,1.04,1.61,1.15,19,1,1,17,0,2,4,1,3,0,0,0,0,0.58,0.54,0,3,1,1,9,5082.00 ,277.33 ,0.00 ,1,0,71.83
6.6,0.4 ,0.78,1.38,0.23,13,0,0,39,0,1,0,0,0,0,0,0,0,0.58,0.54,0,0,0,0,0,1620.50 ,209.00 ,0.00 ,0,0,70.92
3.96,0.4 ,0.78,1.15,0.23,20,0,0,19,0,2,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,3080.50 ,84.33 ,0.00 ,0,0,59.16
5.94,1.8 ,1.3,1.61,1.15,50,0,0,34,6,3,0,0,9,0,0,0,0,0,0.58,0,9,0,1,10,7013.00 ,87.33 ,0.00 ,1,0,72.26
1.32,0.4 ,1.04,1.38,1.15,9,0,0,3,0,2,0,2,0,0,0,13,0,0.58,0.54,0,0,0,0,2,2396.50 ,286.67 ,4.33 ,0,1,59.46
5.28,1.4 ,1.3,1.38,1.38,17,1,1,26,3,3,3,2,2,0,127,40,0,0.58,0.54,2.49,6,1,1,12,4175.50 ,293.67 ,55.67 ,1,1,70.71
3.96,0.8 ,2.34,1.38,0.92,16,0,0,19,0,6,0,1,0,0,0,0,0,0.58,0.54,0,0,0,0,1,2489.00 ,84.00 ,0.00 ,0,0,67.86
5.28,1.0 ,1.56,1.15,1.84,15,0,1,29,1,4,3,2,3,0,18,0,0,0.58,0.54,0.14,0,1,1,24,9802.00 ,540.00 ,6.00 ,0,1,65.75
3.96,0.6 ,0.78,0.92,0.23,25,0,0,18,0,2,0,0,0,0,0,0,0,0.58,0.54,0,0,0,0,0,5119.00 ,392.00 ,0.00 ,0,0,61.86
3.3,1.0 ,0.78,1.15,0.23,8,0,0,10,4,2,0,0,0,0,24,20,0,0.58,0.54,2.1,0,0,1,0,1248.00 ,4.00 ,14.67 ,0,1,56.19
3.96,1.2 ,1.82,1.15,0.92,7,0,0,17,5,5,0,1,0,0,0,0,0,0.58,0.54,0,0,0,0,1,6368.00 ,298.00 ,0.00 ,0,0,62.3
1.98,1.8 ,1.3,2.07,2.07,9,1,0,6,5,3,1,7,2,0,76,94,68,1,1.01,4.79,8,1,1,13,1744.50 ,53.33 ,79.33 ,1,1,63.1
2.64,1.0 ,1.3,1.38,1.61,5,0,0,9,2,3,0,2,17,0,37,35,0,0,1,1.31,0,0,1,19,2362.50 ,183.00 ,24.00 ,0,1,57.9
5.28,0.6 ,0.52,1.15,0.46,7,0,0,29,0,3,1,0,1,0,0,0,0,1,1.01,0,0,0,0,1,1438.00 ,53.00 ,0.00 ,0,0,59.55
5.28,1.0 ,1.3,1.15,0.46,37,1,0,27,2,3,2,0,1,0,110,83,39,1,1.01,1.85,0,1,1,1,5200.50 ,156.67 ,77.33 ,0,1,65.72
3.96,0.4 ,0.52,0.69,0.46,6,0,0,17,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2456.00 ,0.67 ,0.00 ,0,0,53.27
4.62,1.0 ,1.04,0.92,0.23,8,0,0,22,4,3,0,0,0,0,0,0,0,1,1.01,0,0,0,0,0,1338.00 ,84.00 ,0.00 ,0,0,58.59
3.96,1.0 ,1.3,0.92,0.23,10,0,0,18,3,4,0,0,0,0,0,0,0,1,1.01,0,0,0,0,0,1306.50 ,143.00 ,0.00 ,0,0,61
4.62,0.6 ,1.04,0.23,0.23,12,0,0,21,0,2,0,0,0,0,0,0,0,1,1.01,0,0,0,0,0,1778.50 ,100.00 ,0.00 ,0,0,56.61
3.3,0.4 ,0.78,0.92,0.23,5,0,0,11,0,2,0,0,0,0,0,0,0,0.75,0.82,0,0,0,0,0,0.00 ,-1.67 ,0.00 ,0,0,56.97
2.64,0.4 ,0.78,0.92,0.23,9,0,0,9,0,1,0,0,0,0,0,0,0,0.46,0.45,0,0,0,0,0,5390.50 ,773.67 ,0.00 ,0,0,58.6
3.96,0.4 ,0.78,0.92,0.23,9,0,0,17,0,1,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,18777.00 ,204.67 ,0.00 ,0,0,54.15
2.64,1.8 ,2.08,2.3,2.3,22,1,0,8,5,6,3,10,0,0,246,202,0,0,0.16,2.27,7,1,1,10,9295.00 ,142.33 ,149.33 ,1,1,74.22
3.96,0.4 ,0.78,0.23,0.23,4,0,0,17,0,1,0,0,0,0,0,0,0,0.45,0.38,0,0,0,0,0,2143.50 ,88.67 ,0.00 ,0,0,60.87
3.3,0.4 ,0.78,0.69,0.92,11,1,0,11,0,2,1,1,0,0,0,0,0,0.16,0.18,0,0,1,1,1,2575.50 ,153.67 ,0.00 ,0,0,60.73
4.62,0.4 ,0.78,0.46,0.92,48,0,0,23,0,2,2,1,0,0,0,0,0,0.45,0.38,0,0,0,0,1,17179.50 ,2127.33 ,0.00 ,0,0,68.2
3.3,0.4 ,0.78,0.23,0.23,18,0,0,12,0,1,0,0,0,0,0,0,0,0.45,0.38,0,0,0,0,0,2437.50 ,459.33 ,0.00 ,0,0,57.32
3.96,0.4 ,0.52,0.23,0.23,8,0,0,18,0,1,0,0,0,0,0,0,0,0.18,0.18,0,0,0,0,0,4247.50 ,206.00 ,0.00 ,0,0,54.05
3.96,0.4 ,0.52,1.15,0.23,16,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8185.00 ,396.67 ,0.00 ,0,0,61.27
3.96,0.6 ,0.78,1.15,0.23,16,0,0,17,0,2,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,5351.50 ,111.00 ,0.00 ,0,0,62.6
3.3,0.4 ,0.52,0.23,0.23,12,0,0,13,0,1,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,5300.00 ,252.33 ,0.00 ,0,0,51.97
1.98,0.4 ,0.78,0.23,0.23,7,0,0,6,0,2,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,9505.50 ,186.67 ,0.00 ,0,0,65.8
3.3,1.2 ,1.04,0.69,0.46,20,0,0,10,0,4,0,0,0,0,0,0,0,0,0.18,0,2,0,1,0,1286.00 ,35.67 ,0.00 ,1,0,60.79
3.3,0.4 ,0.78,0.23,0.23,18,0,0,11,0,2,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,10973.50 ,134.67 ,0.00 ,0,0,61.08
4.62,0.4 ,0.78,1.15,0.23,6,0,0,20,0,2,0,0,0,0,0,0,0,0.18,0.19,0,0,0,0,0,1876.00 ,-24.33 ,0.00 ,0,0,52.38
5.28,0.4 ,0.52,1.15,0.23,6,0,0,30,0,1,0,0,0,0,0,0,0,0.18,0.19,0,0,0,0,0,6149.50 ,213.67 ,0.00 ,0,0,59.66
3.96,0.4 ,0.52,0.23,0.23,6,0,0,17,0,1,0,0,0,0,0,0,0,0.18,0.19,0,0,0,0,0,0.00 ,-2797.00 ,0.00 ,0,0,47.09
3.96,0.4 ,0.52,0.46,0.23,11,0,0,18,0,1,0,0,0,0,0,0,0,0.18,0.19,0,0,0,0,0,5886.50 ,690.00 ,0.00 ,0,0,69.14
3.96,0.4 ,0.26,0.23,0.23,5,0,0,16,0,1,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,3628.00 ,-5057.67 ,0.00 ,0,0,47.68
5.94,0.8 ,1.3,1.38,0.23,17,0,0,32,0,3,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,11633.50 ,322.67 ,0.00 ,0,0,62.82
3.96,0.4 ,0.78,0.23,0.23,9,0,0,16,0,2,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,8183.50 ,1756.00 ,0.00 ,0,0,63.4
1.98,0.4 ,0.78,0.46,0.23,13,0,0,5,0,2,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,10309.00 ,2179.67 ,0.00 ,0,0,62.95
1.32,0.6 ,0.78,0.69,0.23,11,0,0,2,0,2,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0.00 ,-1208.67 ,0.00 ,0,0,54.43
5.28,0.4 ,0.78,2.07,1.38,7,0,0,25,0,2,0,3,0,0,0,0,0,0.18,0.19,0,0,0,0,3,1147.50 ,41.67 ,0.00 ,0,0,65.6
3.96,0.4 ,0.78,0.23,0.23,11,0,0,17,0,2,0,0,0,0,0,0,0,0.18,0.19,0,0,0,0,0,8170.00 ,208.00 ,0.00 ,0,0,59.36
5.94,1.0 ,1.56,0.46,0.92,22,1,0,36,4,5,2,1,0,0,0,0,0,0.18,0.19,0,0,1,1,1,31870.00 ,1936.33 ,0.00 ,0,0,69.52
3.96,0.6 ,0.78,1.15,0.23,9,0,0,17,0,2,0,0,0,0,0,0,0,0.18,0.19,0,0,0,0,0,6696.00 ,-95.00 ,0.00 ,0,0,56.31
3.96,0.4 ,0.52,1.15,0.23,6,0,0,18,0,1,0,0,0,0,0,0,0,0.18,0.19,0,0,0,0,0,3254.50 ,37.33 ,0.00 ,0,0,61.06
2.64,0.6 ,1.56,0.46,0.23,10,0,0,9,0,8,0,0,0,0,0,0,0,0.18,0.19,0,0,0,0,0,1492.50 ,21.00 ,0.00 ,0,0,58.12
4.62,1.4 ,1.3,1.61,0.69,18,1,0,20,3,5,1,0,0,3,193,145,0,0,0.18,5.29,5,1,1,3,4581.00 ,208.33 ,112.67 ,1,1,67.47
4.62,0.6 ,1.3,1.15,0.23,10,0,0,24,0,5,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,3937.00 ,219.67 ,0.00 ,0,0,69.74
3.3,0.6 ,0.78,1.15,0.23,8,0,0,13,0,2,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,1486.00 ,54.67 ,0.00 ,0,0,55.8
5.94,0.8 ,0.78,1.15,0.46,8,0,0,31,0,2,0,0,0,0,0,0,0,0,0.18,0,0,0,0,1,3711.00 ,148.00 ,0.00 ,0,0,60.96
3.96,0.4 ,0.52,0.23,0.23,11,0,0,17,0,1,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,3025.00 ,193.67 ,0.00 ,0,0,59.35
3.96,0.6 ,1.04,1.15,0.23,10,0,0,19,0,6,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,2902.50 ,109.00 ,0.00 ,0,0,66.4
1.98,0.4 ,0.52,0.23,0.23,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,840.50 ,112.33 ,0.00 ,0,0,60.3
5.94,0.4 ,0.52,1.15,0.23,13,0,0,34,0,1,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,1912.50 ,78.67 ,0.00 ,0,0,64.51
3.96,1.0 ,1.04,0.69,0.92,8,0,0,19,4,3,0,1,0,0,0,0,0,0,1.88,0,0,0,0,1,806.00 ,50.33 ,0.00 ,0,0,64.38
1.98,0.4 ,0.52,0.23,0.23,9,0,0,6,0,1,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,1090.00 ,58.67 ,0.00 ,0,0,51.51
5.94,0.4 ,0.52,0.23,0.23,3,0,0,32,0,1,0,0,0,0,0,0,0,0.18,0.17,0,0,0,0,0,398.50 ,10.67 ,0.00 ,0,0,52.7
5.28,0.6 ,1.56,1.61,0.23,37,0,0,26,0,4,0,0,0,0,0,0,0,0.18,0.17,0,0,0,0,0,8924.00 ,299.67 ,0.00 ,0,0,69.5
2.64,0.4 ,0.52,0.46,0.23,5,0,0,8,0,1,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,2151.50 ,7.00 ,0.00 ,0,0,62.24
3.96,1.0 ,1.3,1.38,1.15,28,0,0,18,3,4,0,2,1,0,2,2,0,0.18,0.17,0.02,0,0,1,3,8244.50 ,168.00 ,1.33 ,0,1,68.26
3.3,0.4 ,0.52,0.23,0.23,168,0,0,13,0,1,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,8746.50 ,119.33 ,0.00 ,0,0,61.74
5.28,1.0 ,0.52,0.23,0.23,5,0,0,30,3,1,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,3030.00 ,178.33 ,0.00 ,0,0,62.6
5.28,1.8 ,0.78,0.46,0.46,5,0,0,26,5,2,0,0,0,0,0,0,0,0.18,0.17,0,7,0,1,2,4907.50 ,338.00 ,0.00 ,1,0,65.16
5.94,0.4 ,0.78,0.23,0.23,17,0,0,36,0,2,0,0,0,0,0,0,0,0.18,0.17,0,0,0,0,0,1658.50 ,185.67 ,0.00 ,0,0,68.01
3.96,0.6 ,0.78,1.15,0.23,16,0,0,16,0,2,0,0,0,0,0,0,0,0.18,0.17,0,0,0,0,0,5705.00 ,173.33 ,0.00 ,0,0,64.54
3.3,0.4 ,0.52,0.23,0.23,5,0,0,14,0,1,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,1343.00 ,19.33 ,0.00 ,0,0,56.02
5.94,0.6 ,0.78,1.61,1.38,7,0,0,31,0,2,0,2,0,0,0,0,0,0.18,0.17,0,0,0,0,5,18678.50 ,296.00 ,0.00 ,0,0,67.21
3.96,0.4 ,0.78,0.23,0.23,20,0,0,17,0,2,0,0,0,0,0,0,0,0.18,0.17,0,0,0,0,0,2305.00 ,164.00 ,0.00 ,0,0,65.92
3.96,1.4 ,1.56,2.07,0.92,17,1,0,18,3,5,1,1,0,0,188,188,207,0.18,0.17,2.97,6,1,1,1,7545.00 ,439.00 ,194.33 ,1,1,70.43
4.62,0.4 ,1.3,0.46,0.23,20,0,0,20,0,4,0,0,0,0,0,0,0,0.18,0.17,0,0,0,0,0,4322.00 ,383.67 ,0.00 ,0,0,63.94
0.66,0.4 ,0.78,0.23,0.23,2,0,0,0,0,1,0,0,0,0,0,0,0,0.19,0.15,0,0,0,0,0,71.50 ,-48.33 ,0.00 ,0,0,46.73
4.62,0.2 ,0.26,0.69,0.23,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.00 ,-30.33 ,0.00 ,0,0,50.5
5.28,1.2 ,1.04,0.69,0.92,15,0,0,23,1,6,0,1,0,0,227,0,0,4.09,4.15,7.78,4,0,1,1,2032.50 ,60.67 ,75.67 ,1,1,60.86
5.28,1.2 ,0.52,1.61,1.84,13,1,1,20,0,3,2,5,2,0,1,19,29,4.13,4.15,0.13,2,1,1,10,493.00 ,-12.67 ,16.33 ,1,1,72.73
2.64,1.2 ,0.78,1.38,1.61,17,1,0,8,2,4,1,3,0,6,707,372,236,4.13,4.15,28.95,4,1,1,9,2224.50 ,33.67 ,438.33 ,1,1,67.95
1.32,1.2 ,2.34,1.61,2.3,29,1,1,4,2,16,2,19,3,0,485,748,33,0,4.15,9.21,5,1,1,22,5716.00 ,-834.67 ,422.00 ,1,1,73.68
1.32,1.4 ,1.3,0.92,0.92,61,1,0,3,3,5,1,1,0,0,0,122,0,0,0.48,0,5,1,1,1,6791.00 ,50.00 ,40.67 ,1,1,69.28
5.94,1.8 ,1.3,1.15,0.46,11,1,0,26,5,4,1,0,1,0,0,141,0,0,4.15,0,7,1,1,1,1319.50 ,110.33 ,47.00 ,1,1,73.82
3.3,1.4 ,1.04,1.38,1.61,9,1,0,12,3,6,1,4,3,0,1377,0,0,0,4.15,84.12,5,1,1,7,1607.00 ,-19.67 ,459.00 ,1,1,69.52
1.98,1.4 ,1.3,1.84,1.61,77,1,1,6,4,6,3,2,3,5,10,87,296,0,4.15,0.07,6,1,1,10,13081.50 ,-5546.67 ,131.00 ,1,1,69.18
2.64,1.2 ,1.3,1.15,0.69,47,1,0,9,0,6,1,0,6,0,0,34,0,0,4.15,0,2,1,1,6,4719.00 ,-1353.33 ,11.33 ,1,1,61.02
3.96,1.8 ,0.52,1.15,0.46,13,0,0,16,6,1,0,0,0,0,141,64,65,0,4.15,22.93,8,0,1,1,889.00 ,70.00 ,90.00 ,1,1,62.1
3.96,1.8 ,2.34,1.84,2.07,29,0,1,15,6,16,3,7,1,7,0,118,98,0,4.15,0,8,1,1,15,1428.50 ,335.00 ,72.00 ,1,1,86.69
3.96,1.4 ,2.6,0.92,0.92,60,0,0,14,4,20,0,1,0,0,0,17,0,0,4.15,0,6,0,1,1,5033.50 ,120.00 ,5.67 ,1,1,65.39
3.96,1.8 ,2.08,2.3,2.3,7,1,0,17,5,6,1,10,2,0,231,0,0,0,1.03,27.34,7,1,1,134,660.50 ,-11.00 ,77.00 ,1,1,73.69
1.98,1.2 ,1.04,1.84,1.61,25,1,0,5,0,10,7,2,0,0,0,0,0,0,4.15,0,3,1,1,3,0.00 ,-298.67 ,0.00 ,1,0,77.48
4.62,0.4 ,0.78,0.69,0.46,9,0,0,18,0,2,0,0,0,1,0,0,0,0,4.15,0,0,0,0,1,4155.50 ,-136.00 ,0.00 ,0,0,65.01
1.32,0.4 ,0.52,0.69,0.46,70,1,0,4,0,1,1,0,2,0,0,0,0,0,4.15,0,0,1,1,2,1755.00 ,-6843.00 ,0.00 ,0,0,56.7
1.98,1.8 ,0.52,1.15,1.61,5,0,0,6,5,4,0,3,4,0,151,198,0,4.15,3.98,8.56,7,0,1,7,1490.50 ,185.00 ,116.33 ,1,1,66.92
3.96,1.8 ,2.34,1.15,2.07,24,1,0,16,5,12,1,6,5,0,248,399,240,4.15,3.98,11.79,8,1,1,11,1853.00 ,70.67 ,295.67 ,1,1,81.32
