region,num_household_member,labor_income,business_income,property_income,other_income,income_tax_deduction,living_asset,basic_property_amt,debt,general_property,general_property_deduction,fin_property,fin_property_deduction,car,rec_amt_income,target_mul,target_yn
3,1,0,0,0,0,0,2790150,77000000,0,5333558,0,497000,0,0,0,1,1
3,3,550000,0,0,493231,165000,950000,77000000,6400000,0,0,3420333,250000,0,878231,3,1
3,2,1028000,0,0,525730,0,19000000,77000000,0,38274444,0,3355000,0,0,525730,2,1
3,1,1748700,0,40416,177930,524610,6543600,77000000,4479000,0,0,19841000,7000000,0,1442436,0,0
2,2,0,0,0,60000,60000,2926950,80000000,0,0,0,139000,0,0,0,2,1
3,1,0,0,0,0,0,0,77000000,0,0,0,4041000,0,0,0,1,1
2,1,24113602,1366667,0,399932,0,0,80000000,0,1565001851,0,11282000,0,0,399932,1,1
3,1,0,0,0,60000,60000,950000,77000000,0,0,0,0,0,0,0,1,1
2,1,0,0,0,0,0,2850000,80000000,0,0,0,0,0,0,0,1,1
1,1,1933334,0,0,0,0,0,99000000,0,0,0,0,0,0,0,1,1
3,1,2300000,0,0,0,0,2746450,77000000,11223000,92800000,0,54218000,0,0,0,1,1
1,2,0,0,0,637080,120000,0,99000000,30000000,0,0,9351000,6220000,0,517080,2,1
3,1,0,0,0,40000,40000,146000000,77000000,95069000,19285500,0,60971000,39589000,0,0,1,1
2,1,0,0,0,0,0,0,80000000,0,50200000,0,1208000,0,0,0,1,1
2,5,3094385,0,0,170000,170000,91200000,80000000,249996000,17591871,0,41275000,7000000,0,0,5,1
3,4,10227044,0,0,300000,483000,13775000,77000000,7312000,23909578,0,344000,0,0,427000,4,1
3,1,1812683,166667,22500,420440,0,0,77000000,0,156316625,0,60275000,0,0,1421480,0,0
3,3,5128522,0,0,200000,1232018,23275000,77000000,4265000,10484320,0,2043000,300000,0,1275584,3,1
2,1,0,0,0,0,0,0,80000000,0,0,0,0,0,0,0,1,1
3,1,0,0,0,307500,0,0,77000000,0,0,0,0,0,0,307500,1,1
3,2,736000,0,0,0,183000,28500000,77000000,0,53734950,0,15668750,0,0,427000,2,1
3,1,1950350,0,0,0,585105,18278000,77000000,13000000,0,0,1303000,380000,0,1365245,0,0
3,1,5820768,0,0,307500,0,3325000,77000000,0,245740000,20000000,0,0,0,307500,1,1
3,2,8761847,2066667,0,713540,40000,19903250,77000000,0,37231969,0,11614000,0,0,673540,2,1
3,2,4964341,0,0,40000,40000,28500000,77000000,627000,0,0,18393240,2550000,0,0,2,1
3,2,0,0,102415,615000,0,0,77000000,0,12034356,0,235626000,39056255,0,8642832,0,0
3,3,6305690,0,0,834010,514800,950000,77000000,0,0,0,20378000,0,0,2035210,0,0
3,3,0,0,0,200000,200000,2850000,77000000,28231000,117000000,0,40256000,0,0,0,3,1
3,1,614919,0,0,0,0,475000,77000000,0,0,0,15250000,0,0,0,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,0,0,0,0,1,1
1,1,0,0,0,746040,403180,0,99000000,0,0,0,9005000,8100000,0,342860,1,1
3,1,0,166667,0,0,0,0,77000000,0,10250000,0,1229000,0,0,0,1,1
3,1,13510834,0,0,425970,0,2375000,77000000,0,245833250,0,269000,0,0,425970,1,1
3,1,4623940,666667,0,399932,0,0,77000000,0,540194475,0,13817000,0,0,399932,1,1
2,1,1976287,0,0,76284,0,0,80000000,0,0,0,306000,0,0,76284,1,1
3,1,7498538,0,0,0,47250,4845000,77000000,0,0,0,751000,0,0,0,1,1
3,1,415570,0,0,0,124671,37200000,77000000,0,69778000,0,0,0,0,290899,1,1
1,1,0,0,0,323180,0,0,99000000,0,0,0,35501000,0,0,323180,1,1
3,1,0,0,0,0,0,2090000,77000000,0,0,0,4147000,0,0,0,1,1
2,1,8436663,1375000,400000,399932,0,0,80000000,0,998898274,0,592000,0,0,399932,1,1
3,2,18255826,1566666,0,800440,237200,0,77000000,1772000,846443956,0,20421000,0,0,887240,2,1
1,1,1308333,0,0,0,0,0,99000000,0,0,0,8789000,0,0,0,1,1
1,1,5320439,0,0,399932,0,0,99000000,0,4892350,0,0,0,0,399932,1,1
3,1,0,0,0,40000,40000,1900000,77000000,310000,0,0,1032000,0,0,0,1,1
1,1,11101621,0,0,363180,40000,0,99000000,0,381000000,0,3497000,400000,0,323180,1,1
3,3,26860416,275000,0,300000,1234742,7011000,77000000,79378000,1293416836,0,11987000,0,22939492,46265932,0,0
3,1,1520100,0,0,0,505605,0,77000000,1000000,0,0,4101000,460000,0,1014495,0,0
3,1,0,0,0,415850,380000,0,77000000,0,0,0,21301333,0,0,35850,1,1
3,1,0,0,0,380000,380000,4750000,77000000,0,14220000,14220000,12658000,0,0,0,1,1
1,2,0,0,0,200000,200000,0,99000000,3732000,0,0,5155000,0,0,0,2,1
3,1,0,0,0,19680,0,0,77000000,0,0,0,0,0,0,19680,1,1
3,1,5726670,0,1750,40000,40000,4750000,77000000,0,0,0,3135000,0,0,1750,1,1
3,1,91667,1416667,0,0,0,173950000,77000000,0,19093879,0,1460000,0,0,0,1,1
3,1,0,0,0,0,0,4512500,77000000,0,497000000,0,4785000,0,0,0,1,1
1,2,719420,0,0,323180,215826,0,99000000,0,0,0,48212888,37462228,0,826774,2,1
3,1,1300000,0,0,0,390000,0,77000000,0,378671249,0,31166000,0,0,910000,0,0
3,1,2100000,0,0,307500,0,1501000,77000000,0,3590000,0,123000,0,0,307500,1,1
2,2,9934711,0,200999,517080,492700,0,80000000,71408000,297000000,0,65316000,0,0,10781347,0,0
2,1,21227529,0,0,1026859,750000,505600650,80000000,0,235225900,0,4018000,0,139260,2449452,0,0
3,4,7535160,0,0,872440,2443208,0,77000000,104010000,67400000,0,42305000,6000000,7770000,13734392,0,0
3,1,4519243,0,0,323180,0,178000000,77000000,0,0,0,0,0,0,323180,1,1
3,1,4159998,0,0,300000,300000,0,77000000,0,0,0,4527000,0,0,0,1,1
1,2,0,0,0,517080,0,55400000,99000000,15276000,0,0,6198000,0,0,517080,2,1
3,1,0,0,0,0,0,9500000,77000000,770000,0,0,417000,0,0,0,1,1
1,1,0,0,0,403180,403180,5700000,99000000,440000,0,0,3110000,140000,0,0,1,1
3,1,4120000,0,0,0,0,0,77000000,0,119534433,0,1486500,0,0,0,1,1
3,1,5078333,0,0,307500,0,2974450,77000000,3000000,248442880,0,23558000,0,0,307500,1,1
3,1,1050000,1258333,18083,323180,0,0,77000000,0,516000000,0,12884000,0,0,341263,1,1
2,2,0,0,0,667240,0,6289000,80000000,0,5375135,0,13138000,0,0,667240,2,1
3,1,0,0,0,0,0,0,77000000,0,0,0,124000,124000,0,0,1,1
3,1,699400,0,0,0,0,26362500,77000000,0,0,0,14333000,12140000,0,699400,1,1
3,4,4672521,0,0,0,1834808,0,77000000,136190000,224458250,0,8605000,860000,5113680,7951393,0,0
3,1,0,0,0,0,0,950000,77000000,0,0,0,604000,0,0,0,1,1
3,2,12329462,808333,0,480000,0,52400000,77000000,2000000,521276603,0,1720000,0,0,2232823,0,0
3,1,9216639,0,0,307500,0,24299999,77000000,0,32454788,0,5115000,0,0,307500,1,1
3,1,15618142,2100000,983333,307500,0,29336000,77000000,0,1578907299,0,43492000,5000000,0,307500,1,1
3,1,0,391666,0,307500,0,0,77000000,0,418035909,0,15056000,0,0,307500,1,1
3,1,0,0,0,347500,40000,190000,77000000,0,0,0,542000,0,0,307500,1,1
3,1,0,41667,0,0,12500,0,77000000,0,0,0,2420000,0,3087370,3116537,0,0
3,1,0,0,0,323180,0,38000000,77000000,0,110000000,86180740,190000,0,0,323180,1,1
2,2,3326665,0,0,0,0,0,80000000,0,129165850,0,7557000,3360000,0,0,2,1
3,2,2600000,0,0,0,1102187,2375000,77000000,2988000,0,0,150000,0,0,1497813,0,0
1,2,466666,0,0,1009540,686360,0,99000000,0,252497375,0,1241620,0,0,323180,2,1
1,2,387380,0,0,0,116214,0,99000000,0,816871,0,1004740,0,0,271166,2,1
3,1,1518280,0,0,384252,0,0,77000000,0,4128201,0,0,0,0,384252,1,1
3,1,0,0,0,536360,0,0,77000000,0,0,0,32046000,10000000,0,536360,1,1
3,1,9249125,666667,0,687500,380000,2375000,77000000,0,456850000,0,9548000,0,0,307500,1,1
3,1,10192057,25000,0,238520,65000,2052000,77000000,0,10970000,9840000,4437000,0,0,198520,1,1
3,1,219470,0,0,0,205841,5700000,77000000,0,7000000,7000000,10754000,0,0,13629,1,1
3,1,2529166,0,0,307500,0,1482000,77000000,340000,0,0,857000,0,0,307500,1,1
3,1,4995333,2933333,0,619910,218100,0,77000000,4999000,782259723,0,12389000,0,5464800,6126943,0,0
3,1,5939710,0,0,284940,0,1900000,77000000,9201000,7637858,0,20645000,0,0,284940,1,1
3,1,2388330,0,0,307500,0,2996300,77000000,0,22043964,12246000,1574000,0,0,307500,1,1
3,1,403500,0,0,0,121050,1900000,77000000,0,0,0,7976000,120000,0,282450,1,1
3,1,6800000,2430000,6583,307500,0,3325000,77000000,0,12917458,0,47157000,490000,0,314083,1,1
3,1,850000,0,0,0,255000,2850000,77000000,0,0,0,0,0,0,595000,1,1
3,1,2671278,0,0,456752,380000,0,77000000,0,102457968,0,0,0,0,76752,1,1
3,1,0,908333,0,307500,0,1900000,77000000,13365000,327480000,0,12379000,0,0,307500,1,1
3,1,13878924,21411299,0,347500,40000,2375000,77000000,0,1674515711,0,146000,0,0,307500,1,1
3,1,0,0,0,0,0,0,77000000,0,1560000,0,2668010,0,0,0,1,1
3,1,0,0,0,483400,40000,2888000,77000000,0,1989240,0,101000,0,0,443400,1,1
1,1,0,0,0,0,0,1235000,99000000,0,0,0,19546000,0,0,0,1,1
1,1,0,0,0,0,0,139000000,99000000,20673000,0,0,30339000,0,0,0,1,1
2,2,901000,0,0,403180,673480,0,80000000,0,0,0,1146000,0,0,630700,2,1
1,1,0,0,0,0,0,4275000,99000000,0,28559440,0,3362000,850000,0,0,1,1
3,1,0,0,13583,323180,0,4275000,77000000,0,26750000,17012574,24405000,12062000,0,336763,1,1
2,1,0,0,0,323180,0,9500000,80000000,3450000,2012970000,2005000000,0,0,0,323180,1,1
3,1,0,0,0,0,0,475000,77000000,0,0,0,0,0,0,0,1,1
1,1,566110,0,0,0,169833,76000000,99000000,0,0,0,856000,0,0,396277,1,1
1,1,0,0,0,0,0,0,99000000,0,0,0,421000,320000,0,0,1,1
3,1,0,0,0,363180,40000,7262750,77000000,0,15900000,0,4002000,0,0,323180,1,1
3,2,0,0,0,415120,70000,0,77000000,0,7702500,0,4171000,1460000,0,345120,2,1
3,1,0,0,0,506470,0,0,77000000,0,5212505,0,1556000,1200000,0,506470,1,1
3,2,0,0,0,0,0,2850000,77000000,0,0,0,565000,100000,0,0,2,1
3,1,0,0,0,179200,0,0,77000000,0,0,0,0,0,0,179200,1,1
1,1,0,0,0,19680,0,0,99000000,0,0,0,3588000,2900000,0,19680,1,1
1,1,0,0,0,383180,60000,2504200,99000000,0,0,0,1433000,0,0,323180,1,1
3,2,8843650,0,0,0,516168,2137500,77000000,0,0,0,14734680,0,0,1204392,0,0
1,1,0,0,0,0,0,4750000,99000000,0,0,0,137000,0,0,0,1,1
3,1,0,0,0,0,0,0,77000000,0,820778498,0,1982000,0,0,0,1,1
1,2,10074528,6058333,0,323180,0,0,99000000,0,1718500000,0,3096000,0,0,4117880,0,0
1,2,5240492,0,0,0,0,0,99000000,40752000,103000000,0,28590000,2240000,0,0,2,1
3,1,0,0,0,0,0,4275000,77000000,3684000,0,0,11701000,1080000,0,0,1,1
3,2,2943333,1300000,0,40000,223000,0,77000000,2084000,366480000,0,340000,340000,0,427000,2,1
3,1,216833,0,0,380000,380000,5700000,77000000,0,0,0,12695000,0,0,0,1,1
3,1,4425000,0,0,380000,380000,2504200,77000000,0,147135787,0,476000,0,0,0,1,1
3,1,5070000,0,0,456752,380000,0,77000000,0,9980000,9980000,0,0,0,76752,1,1
3,2,1800000,6900930,0,878220,70000,119000000,77000000,19307000,225582602,0,4320000,1540000,0,1044227,2,1
3,1,1700000,0,0,0,0,88950000,77000000,6270000,0,0,7452000,500000,0,0,1,1
3,1,6266850,2500000,0,307500,375200,0,77000000,0,259329104,0,12612000,0,0,716300,0,0
3,1,1971063,3441667,0,307500,0,0,77000000,0,751628218,0,13246000,11621000,0,307500,1,1
3,1,11229122,1008334,0,0,0,32300000,77000000,0,536769295,0,4244550,4100000,0,0,1,1
3,1,0,0,0,426590,0,0,77000000,0,0,0,208000,0,0,426590,1,1
1,3,125000,0,0,0,125000,15855500,99000000,26900000,10986850,10986850,56691333,15000000,0,0,3,1
2,1,1063667,1709699,0,520509,403180,0,80000000,0,208281667,0,27705000,15044000,0,117329,1,1
2,1,4937908,0,0,789130,100000,0,80000000,631000000,2152953507,0,5439000,0,403414,50261305,0,0
3,1,0,0,0,323180,0,1900000,77000000,0,922768,0,133000,0,0,323180,1,1
1,1,0,0,0,265062,0,0,99000000,7342000,0,0,1937000,0,0,265062,1,1
3,1,0,0,0,0,0,24652500,77000000,0,0,0,3600000,850000,0,0,1,1
3,3,11738831,0,0,638650,3612775,28498100,77000000,0,19000000,0,62667530,0,0,10527874,0,0
3,1,316667,0,0,253220,316667,285000,77000000,0,0,0,2731000,1800000,0,253220,1,1
1,1,0,1000000,0,0,0,0,99000000,0,110000000,0,610000,0,0,0,1,1
1,1,0,0,0,0,0,475000,99000000,0,4500000,4500000,378000,0,0,0,1,1
3,1,0,0,0,0,0,950000,77000000,0,0,0,11696000,0,0,0,1,1
1,2,7619495,1908333,0,577080,60000,1444000,99000000,0,12993253,0,23742000,3000000,0,517080,2,1
3,2,0,0,0,677080,677080,2375000,77000000,0,0,0,184000,0,0,0,2,1
3,1,0,0,0,60000,60000,0,77000000,0,0,0,6193940,0,0,0,1,1
1,1,0,0,0,323180,0,1710000,99000000,0,0,0,440000,0,0,323180,1,1
2,1,0,0,0,0,0,6650000,80000000,0,0,0,233000,0,0,0,1,1
2,3,0,0,0,400000,400000,45600000,80000000,0,0,0,21455000,6847000,0,0,3,1
2,1,883333,58333,0,403180,461513,28500000,80000000,0,148847000,5047000,23513000,19131000,0,0,1,1
2,1,0,0,0,0,0,25863750,80000000,26320000,0,0,1492040,0,0,0,1,1
3,1,11634637,1091667,0,611200,489093,0,77000000,0,435284228,0,12100000,0,0,1752417,0,0
1,2,785095,0,0,592170,584246,0,99000000,0,249000000,0,15558000,0,0,7708950,0,0
3,1,2010580,0,0,403180,403180,0,77000000,0,0,0,0,0,0,0,1,1
3,2,17141595,0,0,856960,0,35150000,77000000,0,307000000,0,29243000,0,0,856960,2,1
2,1,0,16667,0,0,5000,2280000,80000000,0,0,0,65422620,58934000,0,11667,1,1
3,1,0,0,0,403180,403180,0,77000000,0,0,0,0,0,0,0,1,1
3,1,0,0,0,383180,60000,1900000,77000000,0,0,0,1823000,0,0,323180,1,1
3,3,7771620,0,0,1017150,403180,0,77000000,0,17100000,0,717000,0,0,613970,3,1
3,1,7077735,0,0,0,0,0,77000000,9800000,139818262,0,30391000,0,0,0,1,1
3,2,210000,4025000,0,0,0,0,77000000,0,1370620967,0,10968333,320000,0,0,2,1
3,1,0,0,0,307500,0,2820550,77000000,0,0,0,514000,0,0,307500,1,1
3,1,0,0,0,380000,380000,2375000,77000000,0,0,0,11573000,5700000,0,0,1,1
3,1,2606385,0,0,0,0,38000000,77000000,0,283294959,0,4969000,1280000,0,0,1,1
3,1,7415058,0,0,347500,40000,2504200,77000000,0,21682292,5000000,0,0,0,307500,1,1
3,1,5140000,0,0,0,0,1900000,77000000,0,1680000,0,8378000,0,0,800000,0,0
3,1,3621914,0,0,307500,0,950000,77000000,0,97187920,0,0,0,0,307500,1,1
3,1,4802508,0,0,0,0,60575000,77000000,0,205573122,0,9221170,0,0,0,1,1
3,1,0,610000,0,0,0,38000000,77000000,42500000,12808801,0,3936000,480000,0,610000,1,1
3,1,0,0,0,323180,0,950000,77000000,0,0,0,394000,0,0,323180,1,1
3,1,0,0,0,323180,0,0,77000000,0,0,0,4959000,0,0,323180,1,1
2,1,0,0,0,76752,0,0,80000000,0,30000000,21582699,369000,0,0,76752,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,3436000,1700000,0,0,1,1
1,1,1484560,0,0,0,494740,23218000,99000000,0,0,0,8004000,0,0,989820,0,0
3,3,0,0,0,383180,60000,17594000,77000000,9265000,19291038,0,357000,0,0,323180,3,1
2,1,1924000,0,11000,60000,845675,5700000,80000000,0,0,0,26457000,15000000,0,1149325,0,0
2,1,0,0,0,0,0,2376900,80000000,0,0,0,2605000,0,0,0,1,1
2,1,0,0,0,323180,0,0,80000000,0,0,0,3271000,0,0,323180,1,1
1,1,0,0,0,323180,0,14250000,99000000,0,20000000,10189840,38073000,7272622,0,323180,1,1
3,1,0,0,0,399932,0,0,77000000,0,0,0,246000,0,0,399932,1,1
1,1,2927666,0,0,661430,40000,0,99000000,0,0,0,0,0,0,621430,1,1
2,1,5528000,0,0,0,158400,14250000,80000000,0,0,0,1823000,300000,0,369600,1,1
1,1,0,0,0,323180,0,0,99000000,0,0,0,376000,0,0,323180,1,1
3,1,2000000,6925000,0,323180,0,0,77000000,0,250424000,0,0,0,0,323180,1,1
1,1,5500000,8386326,0,323180,0,3800000,99000000,4390000,36732375,15000000,6262000,0,0,323180,1,1
3,2,2704000,0,0,100000,298000,7060400,77000000,15430000,0,0,57654480,8060000,0,462000,2,1
1,1,19876019,725000,0,323180,0,282500000,99000000,0,687779258,0,2173000,0,0,323180,1,1
3,1,0,0,0,399680,380000,0,77000000,0,0,0,339000,0,0,19680,1,1
3,1,0,0,0,40000,40000,950000,77000000,0,0,0,124000,0,0,0,1,1
3,1,0,0,0,0,0,950000,77000000,18185000,0,0,3508000,0,0,0,1,1
3,1,6193333,0,0,0,0,2850000,77000000,0,351997373,0,805000,0,0,0,1,1
3,1,7606590,8333,34916,347500,40000,9709000,77000000,0,918385618,0,27768000,280000,0,342416,1,1
3,1,4451832,0,0,0,0,0,77000000,0,9854350,0,0,0,0,0,1,1
3,1,6372916,0,0,380000,380000,84088800,77000000,0,11390000,0,0,0,0,0,1,1
3,1,0,3468250,186416,1066340,545000,931750000,77000000,0,15033333,0,19935000,0,0,707756,1,1
3,1,3987381,0,0,398400,0,0,77000000,0,132609998,27303448,8797000,0,0,398400,1,1
3,2,2275000,0,0,604950,0,79400000,77000000,0,1460000,0,1022000,0,0,629910,2,1
3,1,0,0,0,19680,0,0,77000000,0,0,0,13292480,200000,0,19680,1,1
3,1,4638000,100000,0,0,0,0,77000000,0,287409606,0,141667,0,0,0,1,1
3,2,950000,0,0,727500,420000,1861050,77000000,0,0,0,31938000,0,0,307500,2,1
3,1,6663000,0,0,0,270000,950000,77000000,5530000,25865153,0,11889000,0,0,630000,1,1
3,1,0,0,0,0,0,950000,77000000,0,181000,0,0,0,0,0,1,1
3,3,1260000,0,0,0,938000,2375000,77000000,0,0,0,2587000,0,0,322000,3,1
3,2,7005000,0,0,0,24000,115000000,77000000,103035000,4127123,0,20409000,0,0,56000,2,1
3,3,0,0,0,0,0,18929700,77000000,35714000,0,0,3068000,0,0,0,3,1
3,1,910000,0,0,323180,0,4750000,77000000,0,0,0,7577000,0,0,323180,1,1
2,1,0,0,0,0,0,0,80000000,0,0,0,0,0,0,0,1,1
2,1,1590000,0,0,0,477000,4275000,80000000,2140000,0,0,9166870,500000,0,1113000,0,0
3,2,0,0,0,200000,200000,4750000,77000000,0,0,0,10627000,3500000,0,0,2,1
3,5,0,0,0,60000,60000,0,77000000,146959000,143672221,0,56205000,2300000,0,0,5,1
3,1,1350000,0,0,60000,605000,475000,77000000,1237000,0,0,0,0,0,805000,0,0
3,1,1410750,0,0,0,423225,0,77000000,0,0,0,16718000,1450000,0,987525,0,0
1,1,1350000,0,0,60000,605000,0,99000000,0,0,0,1513000,120000,0,805000,0,0
2,1,0,0,0,323180,0,0,80000000,0,262570,0,37014980,0,0,323180,1,1
2,3,900000,0,0,102960,270000,0,80000000,22256000,23993726,23993726,7297000,0,0,732960,3,1
1,4,1244389,133333,0,60000,989721,10450000,99000000,4123000,10000000,0,8504334,1940000,0,223001,4,1
3,2,14530580,0,36250,885900,40000,950000,77000000,0,1319438150,35154000,44719220,0,0,882150,2,1
3,2,0,0,13916,698060,0,42000000,77000000,0,0,0,52303000,0,0,711976,2,1
3,1,700000,0,0,0,0,31511500,77000000,0,0,0,35136000,15000000,0,0,1,1
3,1,0,0,0,380000,380000,23750000,77000000,0,12283478,0,675000,0,0,0,1,1
3,1,2633964,2641667,0,300000,0,104999999,77000000,0,17695323,0,815000,0,0,300000,1,1
1,1,0,0,0,0,21600,1900000,99000000,0,0,0,749000,0,0,0,1,1
1,2,1354080,0,0,0,455566,28500000,99000000,0,60925000,60925000,11208000,2560000,0,898514,2,1
3,1,0,0,0,0,0,26800000,77000000,0,0,0,1531000,0,0,0,1,1
1,5,749425,0,0,444500,644828,1900000,99000000,33000000,2850422806,71719988,27551000,0,0,112407528,0,0
3,1,1005290,0,0,522900,481587,82300000,77000000,50466000,0,0,1082000,0,0,1046603,0,0
3,1,200000,0,0,320000,531812,0,77000000,0,0,0,4512000,0,0,0,1,1
3,1,0,0,258300,300000,0,0,77000000,0,297662152,0,3054000,0,0,9759912,0,0
3,1,0,0,41000,383180,60000,2375000,77000000,0,89430,0,107000,0,0,364180,1,1
3,1,2138550,16667,0,403180,541730,70578361,77000000,0,161199704,6838121,4533000,0,0,0,1,1
1,3,0,0,0,200000,200000,1900000,99000000,0,0,0,2001000,870000,0,0,3,1
1,2,0,0,2583,26400,0,0,99000000,0,0,0,88517000,8100000,0,28983,2,1
2,1,0,0,0,762780,0,33250000,80000000,0,0,0,36951000,0,0,762780,0,0
2,1,0,0,0,323180,0,0,80000000,8226000,3261565,0,3169000,0,0,323180,1,1
2,1,0,0,0,0,0,4750000,80000000,2512000,0,0,2308000,0,0,0,1,1
1,1,400000,100000,0,383180,60000,42636000,99000000,616000,0,0,41159770,22253000,0,323180,1,1
1,2,6273618,266667,0,22200,1080000,0,99000000,0,79124918,0,1832000,0,0,2542200,0,0
3,1,8694996,0,0,323180,0,475000,77000000,0,577043500,0,332000,0,0,323180,1,1
3,1,2718332,0,0,323180,0,1520000,77000000,0,0,0,258000,0,0,323180,1,1
2,2,0,0,0,783690,0,4750000,80000000,0,0,0,2877000,0,0,783690,2,1
3,1,0,0,0,0,0,950000,77000000,0,19000000,19000000,21909000,200000,0,0,1,1
3,4,2152250,0,0,0,645675,9500000,77000000,3359000,0,0,2744000,0,0,1506575,4,1
3,2,0,0,0,0,0,2850000,77000000,5582000,0,0,3376000,0,0,0,2,1
1,1,2570833,0,0,0,0,0,99000000,0,277282667,0,3085170,0,0,0,1,1
3,1,1250000,0,0,0,375000,950000,77000000,0,0,0,294000,0,0,875000,0,0
2,3,0,0,0,551069,400000,33725000,80000000,442000,0,0,1444000,0,0,151069,3,1
3,5,374033,0,0,0,112210,3800000,77000000,0,0,0,12767000,0,0,261823,5,1
3,1,0,0,0,323180,0,0,77000000,0,0,0,6994390,0,0,323180,1,1
3,2,12057471,0,0,258540,0,66899999,77000000,0,128000000,0,0,0,0,258540,2,1
1,1,0,0,0,0,0,0,99000000,0,0,0,244000,0,0,0,1,1
3,2,3854250,0,0,323180,0,7597150,77000000,0,180000000,0,2597000,0,0,323180,2,1
2,2,760416,0,0,726360,631305,71162600,80000000,8300000,0,0,13143600,0,0,855471,2,1
3,1,2584040,0,0,65693,5772,19000,77000000,0,742095944,0,168000,0,0,79161,1,1
2,1,0,0,0,467754,0,2850000,80000000,537000,0,0,154000,0,0,467754,1,1
1,2,750000,0,0,677570,425000,4750000,99000000,0,0,0,1827000,0,0,1002570,2,1
3,1,1256250,0,0,0,376875,1900000,77000000,13122000,0,0,572780,300000,0,879375,0,0
3,1,1741480,0,0,171036,522444,475000,77000000,0,811182,0,0,0,0,1390072,0,0
1,3,600000,0,0,162960,520000,0,99000000,0,0,0,5448000,700000,0,242960,3,1
3,2,2350000,0,0,60000,765000,2375000,77000000,0,0,0,2019150,0,0,1645000,0,0
2,1,0,0,0,323180,0,10345500,80000000,0,0,0,3173000,0,0,323180,1,1
2,1,0,0,0,0,0,0,80000000,35066000,0,0,103000,0,0,0,1,1
3,1,3750000,0,0,0,0,0,77000000,0,5774604,0,3162000,3000000,0,0,1,1
3,5,10275831,350000,0,0,210000,195500000,77000000,0,72948333,0,2225000,0,0,490000,5,1
1,1,0,0,74582,361925,0,4750000,99000000,33805000,0,0,92352000,0,0,436507,1,1
1,1,125000,2158333,270000,0,0,216000000,99000000,0,761693001,0,0,0,0,0,1,1
3,2,107112,0,0,323180,32134,4750000,77000000,0,6992778,0,114000,0,0,398158,2,1
3,1,0,0,0,0,0,950000,77000000,0,547085,0,2183660,0,0,0,1,1
3,1,4010580,0,0,383180,60000,0,77000000,0,266839188,0,4500000,0,0,323180,1,1
3,1,13303680,0,0,323180,212900,0,77000000,0,439000000,0,25215000,0,0,353280,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,8061000,0,0,0,1,1
3,1,0,0,3583,0,0,0,77000000,0,297781578,0,32935000,0,0,3583,1,1
3,1,0,0,0,323180,0,1601700,77000000,0,0,0,129000,0,0,323180,1,1
1,1,0,0,0,323180,0,0,99000000,0,20000000,22172251,13828000,4300000,0,323180,1,1
3,1,0,0,0,947300,60000,5136650,77000000,0,0,0,7680000,0,0,887300,0,0
3,4,2010580,0,0,0,603174,24713300,77000000,39774000,3200000,0,88292000,3800000,0,1407406,4,1
3,2,0,0,0,0,0,2194500,77000000,0,0,0,512000,0,0,0,2,1
3,1,11095884,0,0,347500,40000,376388000,77000000,0,79455126,0,1742000,0,0,307500,1,1
3,1,0,0,0,380000,380000,2052000,77000000,0,0,0,15877000,2290000,0,0,1,1
3,1,3114148,0,0,40000,40000,2612500,77000000,0,5917054,0,7478000,0,0,0,1,1
3,2,1857740,0,0,370000,970859,0,77000000,2535000,0,0,33072000,6200000,0,1256881,0,0
3,2,4058528,0,0,40000,837558,0,77000000,9740000,34510000,0,2294000,0,0,460970,2,1
3,1,35336390,300000,1325000,383180,60000,0,77000000,0,2143002995,0,10576000,3550000,0,323180,1,1
3,2,2500000,0,0,100000,400000,0,77000000,30764000,786650087,0,19107000,2480000,0,700000,2,1
2,1,0,0,0,323180,0,0,80000000,0,0,0,107000,0,0,323180,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,164640,0,0,0,1,1
3,3,610000,108333,0,200000,663000,0,77000000,19052000,34649999,0,3969000,1944000,0,147000,3,1
1,2,3783899,0,0,0,1497520,4750000,99000000,0,0,0,2293000,690000,0,2286379,0,0
3,2,0,0,0,200000,200000,0,77000000,0,0,0,16391000,6390000,0,0,2,1
3,1,0,0,0,399932,0,0,77000000,0,0,0,9385000,0,0,399932,1,1
3,2,0,0,0,917872,0,475000,77000000,62480330,0,0,4402920,0,0,917872,2,1
1,4,550380,0,0,403180,568294,7600000,99000000,0,0,0,22266333,0,0,385266,4,1
1,2,0,0,0,726360,403180,0,99000000,0,0,0,2082000,0,0,323180,2,1
3,3,5610000,0,0,0,183000,4560000,77000000,0,106913443,0,15286000,0,0,427000,3,1
3,1,0,0,0,0,0,0,77000000,1699000,1208680,0,0,0,118690,118690,1,1
2,1,0,0,0,1852140,0,22059000,80000000,0,0,0,12507000,2700000,0,1852140,0,0
1,2,4100000,0,0,100000,800875,62700000,99000000,0,0,0,526000,0,0,1399125,0,0
3,1,0,0,0,0,0,3325000,77000000,0,3000000,3000000,17206000,0,0,0,1,1
3,1,0,0,0,0,0,5700000,77000000,0,0,0,5694000,0,0,0,1,1
3,1,5542637,0,0,0,0,1088700,77000000,0,81900000,0,572000,0,0,0,1,1
3,1,2561673,0,0,347500,40000,44706000,77000000,0,32108846,0,197000,0,0,307500,1,1
